"ROIGroup","ROIGroupCoarse","ROIGroupFine","roi","disease_ontology_term_id","self_reported_ethnicity_ontology_term_id","assay_ontology_term_id","sex_ontology_term_id","development_stage_ontology_term_id","donor_id","suspension_type","dissection","fraction_mitochondrial","fraction_unspliced","cell_cycle_score","total_genes","total_UMIs","sample_id","supercluster_term","cluster_id","subcluster_id","cell_type_ontology_term_id","is_primary_data","tissue_type","tissue_ontology_term_id","cell_type","assay","disease","sex","tissue","self_reported_ethnicity","development_stage","observation_joinid","obs_dataset","dissection_chr","tissue_chr","roi_chr","dissection_blank","tissue_blank"
"Hindbrain","Pons","Pons","Human PB","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000123","H19.30.002","nucleus","",0.000244140625,0.8157958984375,0.0009765625,2976,8192,"10X418_2","Oligodendrocyte precursor","33","3046","CL:0002453",FALSE,"tissue","UBERON:0007634","oligodendrocyte precursor cell","10x 3' v3","normal","male","parabrachial nucleus","unknown","29-year-old stage","<>#JR1sXVX","nonneuronal","","parabrachial nucleus","Human PB",TRUE,FALSE
"Hindbrain","Pons","Pons","Human PB","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000123","H19.30.002","nucleus","",0.000226860254083485,0.773820326678766,0.00158802177858439,3457,8816,"10X418_2","Oligodendrocyte precursor","33","3045","CL:0002453",FALSE,"tissue","UBERON:0007634","oligodendrocyte precursor cell","10x 3' v3","normal","male","parabrachial nucleus","unknown","29-year-old stage","wRmw!gZOsG","nonneuronal","","parabrachial nucleus","Human PB",TRUE,FALSE
"Hindbrain","Pons","Pons","Human PB","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000123","H19.30.002","nucleus","",0,0.794411389715257,0.000956226094347641,3567,9412,"10X418_1","Oligodendrocyte precursor","33","3046","CL:0002453",FALSE,"tissue","UBERON:0007634","oligodendrocyte precursor cell","10x 3' v3","normal","male","parabrachial nucleus","unknown","29-year-old stage","^|qsUr6CnA","nonneuronal","","parabrachial nucleus","Human PB",TRUE,FALSE
"Hindbrain","Pons","Pons","Human PB","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000123","H19.30.002","nucleus","",0.00150375939849624,0.669172932330827,0.00100250626566416,2210,3990,"10X418_2","Oligodendrocyte precursor","33","3045","CL:0002453",FALSE,"tissue","UBERON:0007634","oligodendrocyte precursor cell","10x 3' v3","normal","male","parabrachial nucleus","unknown","29-year-old stage","uWo#7njXAC","nonneuronal","","parabrachial nucleus","Human PB",TRUE,FALSE
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000136","H19.30.001","nucleus","",0,0.739414802065404,0.000344234079173838,1748,2905,"10X419_2","Oligodendrocyte precursor","33","3044","CL:0002453",FALSE,"tissue","UBERON:0001875","oligodendrocyte precursor cell","10x 3' v3","normal","male","globus pallidus","unknown","42-year-old stage",")s?phNmvu!","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000136","H19.30.001","nucleus","",0,0.737704918032787,0.000630517023959647,1820,3172,"10X419_2","Oligodendrocyte precursor","33","3044","CL:0002453",FALSE,"tissue","UBERON:0001875","oligodendrocyte precursor cell","10x 3' v3","normal","male","globus pallidus","unknown","42-year-old stage","JW<`fQ-cD3","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
"Hindbrain","Pons","Pons","Human PB","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000123","H19.30.002","nucleus","",0.000341530054644809,0.79735883424408,0.000683060109289617,3306,8784,"10X418_1","Oligodendrocyte precursor","33","3044","CL:0002453",FALSE,"tissue","UBERON:0007634","oligodendrocyte precursor cell","10x 3' v3","normal","male","parabrachial nucleus","unknown","29-year-old stage","0W>a>bSLM1","nonneuronal","","parabrachial nucleus","Human PB",TRUE,FALSE
"Hindbrain","Pons","Pons","Human PB","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000123","H19.30.002","nucleus","",0,0.700886959803737,0.00132100396301189,2599,5299,"10X418_1","Oligodendrocyte precursor","33","3046","CL:0002453",FALSE,"tissue","UBERON:0007634","oligodendrocyte precursor cell","10x 3' v3","normal","male","parabrachial nucleus","unknown","29-year-old stage","u<cT=l$2{{","nonneuronal","","parabrachial nucleus","Human PB",TRUE,FALSE
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000136","H19.30.001","nucleus","",0.00202156334231806,0.742026055705301,0.000561545372866128,3769,8904,"10X419_2","Oligodendrocyte precursor","33","3044","CL:0002453",FALSE,"tissue","UBERON:0001875","oligodendrocyte precursor cell","10x 3' v3","normal","male","globus pallidus","unknown","42-year-old stage","2NQ_naUl2Z","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
"Hindbrain","Pons","Pons","Human PB","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000123","H19.30.002","nucleus","",0.000245579567779961,0.761665029469548,0.000613948919449902,3333,8144,"10X418_2","Oligodendrocyte precursor","33","3044","CL:0002453",FALSE,"tissue","UBERON:0007634","oligodendrocyte precursor cell","10x 3' v3","normal","male","parabrachial nucleus","unknown","29-year-old stage","gH{n*Mu1gf","nonneuronal","","parabrachial nucleus","Human PB",TRUE,FALSE
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000136","H19.30.001","nucleus","",0.000251698968034231,0.809715580166121,0.000880946388119809,3165,7946,"10X419_1","Oligodendrocyte precursor","33","3044","CL:0002453",FALSE,"tissue","UBERON:0001875","oligodendrocyte precursor cell","10x 3' v3","normal","male","globus pallidus","unknown","42-year-old stage","7E_ArW998n","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
"Hindbrain","Pons","Pons","Human PB","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000123","H19.30.002","nucleus","",6.379178361827e-05,0.834396529726971,0.00089308497065578,4329,15676,"10X418_1","Oligodendrocyte precursor","33","3046","CL:0002453",FALSE,"tissue","UBERON:0007634","oligodendrocyte precursor cell","10x 3' v3","normal","male","parabrachial nucleus","unknown","29-year-old stage","8;JXr3L`KL","nonneuronal","","parabrachial nucleus","Human PB",TRUE,FALSE
"Hindbrain","Pons","Pons","Human PB","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000123","H19.30.002","nucleus","",0.000833564879133093,0.774289154394739,0.00148189311845883,3736,10797,"10X418_1","Oligodendrocyte precursor","33","3044","CL:0002453",FALSE,"tissue","UBERON:0007634","oligodendrocyte precursor cell","10x 3' v3","normal","male","parabrachial nucleus","unknown","29-year-old stage","2D^ea*csSd","nonneuronal","","parabrachial nucleus","Human PB",TRUE,FALSE
"Hindbrain","Pons","Pons","Human PB","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000123","H19.30.002","nucleus","",0.000406008932196508,0.823792123426715,0.000609013398294762,3300,9852,"10X418_2","Oligodendrocyte precursor","33","3044","CL:0002453",FALSE,"tissue","UBERON:0007634","oligodendrocyte precursor cell","10x 3' v3","normal","male","parabrachial nucleus","unknown","29-year-old stage","^zIFYygQOF","nonneuronal","","parabrachial nucleus","Human PB",TRUE,FALSE
"Hindbrain","Pons","Pons","Human PB","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000123","H19.30.002","nucleus","",0,0.696639418710263,0.00151377535573721,1859,3303,"10X418_1","Oligodendrocyte precursor","33","3044","CL:0002453",FALSE,"tissue","UBERON:0007634","oligodendrocyte precursor cell","10x 3' v3","normal","male","parabrachial nucleus","unknown","29-year-old stage","qy<*Tv#E_G","nonneuronal","","parabrachial nucleus","Human PB",TRUE,FALSE
"Hindbrain","Pons","Pons","Human PB","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000123","H19.30.002","nucleus","",0.00228913541116394,0.76140165522099,0.000704349357281212,2536,5679,"10X418_2","Oligodendrocyte precursor","33","3045","CL:0002453",FALSE,"tissue","UBERON:0007634","oligodendrocyte precursor cell","10x 3' v3","normal","male","parabrachial nucleus","unknown","29-year-old stage","Kk5~x;_6|P","nonneuronal","","parabrachial nucleus","Human PB",TRUE,FALSE
"Hindbrain","Pons","Pons","Human PB","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000123","H19.30.002","nucleus","",0.00311720698254364,0.658665835411471,0.000623441396508728,1966,3208,"10X418_1","Oligodendrocyte precursor","33","3044","CL:0002453",FALSE,"tissue","UBERON:0007634","oligodendrocyte precursor cell","10x 3' v3","normal","male","parabrachial nucleus","unknown","29-year-old stage","5%GUhS?o+Y","nonneuronal","","parabrachial nucleus","Human PB",TRUE,FALSE
"Hindbrain","Pons","Pons","Human PB","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000123","H19.30.002","nucleus","",0.00010522992739135,0.787540776596864,0.00136798905608755,3453,9503,"10X418_2","Oligodendrocyte precursor","33","3045","CL:0002453",FALSE,"tissue","UBERON:0007634","oligodendrocyte precursor cell","10x 3' v3","normal","male","parabrachial nucleus","unknown","29-year-old stage","zxQtXs}*t$","nonneuronal","","parabrachial nucleus","Human PB",TRUE,FALSE
"Hindbrain","Pons","Pons","Human PB","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000123","H19.30.002","nucleus","",0.00104580631667015,0.72286132608241,0.000209161263334031,2417,4781,"10X418_1","Oligodendrocyte precursor","33","3044","CL:0002453",FALSE,"tissue","UBERON:0007634","oligodendrocyte precursor cell","10x 3' v3","normal","male","parabrachial nucleus","unknown","29-year-old stage","&|zCloQcaA","nonneuronal","","parabrachial nucleus","Human PB",TRUE,FALSE
"Hindbrain","Pons","Pons","Human PB","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000123","H19.30.002","nucleus","",0.0019280205655527,0.701156812339332,0.0019280205655527,1865,3112,"10X418_2","Oligodendrocyte precursor","33","3044","CL:0002453",FALSE,"tissue","UBERON:0007634","oligodendrocyte precursor cell","10x 3' v3","normal","male","parabrachial nucleus","unknown","29-year-old stage","^57)XM~LZm","nonneuronal","","parabrachial nucleus","Human PB",TRUE,FALSE
"Hindbrain","Pons","Pons","Human PB","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000123","H19.30.002","nucleus","",0,0.798083504449008,0.00182523385808807,2021,4383,"10X418_2","Oligodendrocyte precursor","33","3044","CL:0002453",FALSE,"tissue","UBERON:0007634","oligodendrocyte precursor cell","10x 3' v3","normal","male","parabrachial nucleus","unknown","29-year-old stage","IOa?M>+$%X","nonneuronal","","parabrachial nucleus","Human PB",TRUE,FALSE
"Hindbrain","Pons","Pons","Human PB","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000123","H19.30.002","nucleus","",0,0.774172473867596,0.00217770034843206,2194,4592,"10X418_2","Oligodendrocyte precursor","33","3044","CL:0002453",FALSE,"tissue","UBERON:0007634","oligodendrocyte precursor cell","10x 3' v3","normal","male","parabrachial nucleus","unknown","29-year-old stage","PKj&<b%Vgk","nonneuronal","","parabrachial nucleus","Human PB",TRUE,FALSE
"Hindbrain","Pons","Pons","Human PB","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000123","H19.30.002","nucleus","",0.000825374366230397,0.779625044216484,0.0014149274849664,3224,8481,"10X418_2","Oligodendrocyte precursor","33","3044","CL:0002453",FALSE,"tissue","UBERON:0007634","oligodendrocyte precursor cell","10x 3' v3","normal","male","parabrachial nucleus","unknown","29-year-old stage","Nai4SQL0iq","nonneuronal","","parabrachial nucleus","Human PB",TRUE,FALSE
"Hindbrain","Pons","Pons","Human PB","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000123","H19.30.002","nucleus","",0.000759301442672741,0.755808656036446,0.000303720577069096,2789,6585,"10X418_1","Oligodendrocyte precursor","33","3044","CL:0002453",FALSE,"tissue","UBERON:0007634","oligodendrocyte precursor cell","10x 3' v3","normal","male","parabrachial nucleus","unknown","29-year-old stage","o=RLwla7-p","nonneuronal","","parabrachial nucleus","Human PB",TRUE,FALSE
"Hindbrain","Pons","Pons","Human PB","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000123","H19.30.002","nucleus","",0.000515995872033024,0.705882352941177,0,1243,1938,"10X418_1","Oligodendrocyte precursor","33","3044","CL:0002453",FALSE,"tissue","UBERON:0007634","oligodendrocyte precursor cell","10x 3' v3","normal","male","parabrachial nucleus","unknown","29-year-old stage","ZEN3{5jgq;","nonneuronal","","parabrachial nucleus","Human PB",TRUE,FALSE
"Hindbrain","Pons","Pons","Human PB","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000123","H19.30.002","nucleus","",0.00112053785817192,0.777653273571314,0.00112053785817192,2722,6247,"10X418_2","Oligodendrocyte precursor","33","3044","CL:0002453",FALSE,"tissue","UBERON:0007634","oligodendrocyte precursor cell","10x 3' v3","normal","male","parabrachial nucleus","unknown","29-year-old stage","tnZ>eKSMXq","nonneuronal","","parabrachial nucleus","Human PB",TRUE,FALSE
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000136","H19.30.001","nucleus","",0.000446627958910228,0.721750781598928,0.000446627958910228,1377,2239,"10X419_2","Oligodendrocyte precursor","33","3044","CL:0002453",FALSE,"tissue","UBERON:0001875","oligodendrocyte precursor cell","10x 3' v3","normal","male","globus pallidus","unknown","42-year-old stage","b)rnJNHG8O","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
"Hindbrain","Pons","Pons","Human PB","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000123","H19.30.002","nucleus","",0,0.735145537647342,0.000962232379119557,2262,4157,"10X418_1","Oligodendrocyte precursor","33","3044","CL:0002453",FALSE,"tissue","UBERON:0007634","oligodendrocyte precursor cell","10x 3' v3","normal","male","parabrachial nucleus","unknown","29-year-old stage","9*~<tAIgVQ","nonneuronal","","parabrachial nucleus","Human PB",TRUE,FALSE
"Hindbrain","Pons","Pons","Human PB","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000123","H19.30.002","nucleus","",0.0036026762738034,0.693086292674558,0.00171556013038257,2835,5829,"10X418_2","Oligodendrocyte precursor","33","3045","CL:0002453",FALSE,"tissue","UBERON:0007634","oligodendrocyte precursor cell","10x 3' v3","normal","male","parabrachial nucleus","unknown","29-year-old stage","!-rl?t;0V@","nonneuronal","","parabrachial nucleus","Human PB",TRUE,FALSE
"Hindbrain","Pons","Pons","Human PB","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000123","H19.30.002","nucleus","",0.00340831629175187,0.623721881390593,0.00136332651670075,2364,4401,"10X418_2","Oligodendrocyte precursor","33","3044","CL:0002453",FALSE,"tissue","UBERON:0007634","oligodendrocyte precursor cell","10x 3' v3","normal","male","parabrachial nucleus","unknown","29-year-old stage","4Ac?_uHqxH","nonneuronal","","parabrachial nucleus","Human PB",TRUE,FALSE
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000136","H19.30.001","nucleus","",0.000685400959561343,0.843043180260452,0.00137080191912269,1597,2918,"10X419_2","Oligodendrocyte precursor","33","3044","CL:0002453",FALSE,"tissue","UBERON:0001875","oligodendrocyte precursor cell","10x 3' v3","normal","male","globus pallidus","unknown","42-year-old stage","v0Bn`SpWsu","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
"Hindbrain","Pons","Pons","Human PB","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000123","H19.30.002","nucleus","",0.00144613159797542,0.704748132080019,0.000723065798987708,2140,4149,"10X418_2","Oligodendrocyte precursor","33","3044","CL:0002453",FALSE,"tissue","UBERON:0007634","oligodendrocyte precursor cell","10x 3' v3","normal","male","parabrachial nucleus","unknown","29-year-old stage","SplSlUQfI&","nonneuronal","","parabrachial nucleus","Human PB",TRUE,FALSE
"Hindbrain","Pons","Pons","Human PB","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000123","H19.30.002","nucleus","",0.002710027100271,0.772938443670151,0.000967866821525358,2463,5166,"10X418_1","Oligodendrocyte precursor","33","3046","CL:0002453",FALSE,"tissue","UBERON:0007634","oligodendrocyte precursor cell","10x 3' v3","normal","male","parabrachial nucleus","unknown","29-year-old stage","A(HHtFOpGz","nonneuronal","","parabrachial nucleus","Human PB",TRUE,FALSE
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000136","H19.30.001","nucleus","",0.000237332384003797,0.737985048059808,0.00142399430402278,3485,8427,"10X419_1","Oligodendrocyte precursor","33","3044","CL:0002453",FALSE,"tissue","UBERON:0001875","oligodendrocyte precursor cell","10x 3' v3","normal","male","globus pallidus","unknown","42-year-old stage","pO=LKV7Fi!","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
"Hindbrain","Pons","Pons","Human PB","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000123","H19.30.002","nucleus","",0.000422900037003753,0.818893059153143,0.00185018766189142,4910,18917,"10X418_1","Oligodendrocyte precursor","33","3044","CL:0002453",FALSE,"tissue","UBERON:0007634","oligodendrocyte precursor cell","10x 3' v3","normal","male","parabrachial nucleus","unknown","29-year-old stage","n=--sH$IV$","nonneuronal","","parabrachial nucleus","Human PB",TRUE,FALSE
"Hindbrain","Pons","Pons","Human PB","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000123","H19.30.002","nucleus","",0.000355113636363636,0.697088068181818,0,1632,2816,"10X418_1","Oligodendrocyte precursor","33","3044","CL:0002453",FALSE,"tissue","UBERON:0007634","oligodendrocyte precursor cell","10x 3' v3","normal","male","parabrachial nucleus","unknown","29-year-old stage","gwah<xE<|#","nonneuronal","","parabrachial nucleus","Human PB",TRUE,FALSE
"Hindbrain","Pons","Pons","Human PB","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000123","H19.30.002","nucleus","",8.83158173628897e-05,0.8441225823545,0.000529894904177338,3330,11323,"10X418_2","Oligodendrocyte precursor","33","3046","CL:0002453",FALSE,"tissue","UBERON:0007634","oligodendrocyte precursor cell","10x 3' v3","normal","male","parabrachial nucleus","unknown","29-year-old stage",">~IX}*^)Yp","nonneuronal","","parabrachial nucleus","Human PB",TRUE,FALSE
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000136","H19.30.001","nucleus","",0.000700607192900514,0.764595983185427,0.000700607192900514,2271,4282,"10X419_2","Oligodendrocyte precursor","33","3044","CL:0002453",FALSE,"tissue","UBERON:0001875","oligodendrocyte precursor cell","10x 3' v3","normal","male","globus pallidus","unknown","42-year-old stage","YMQ*v@5z<Y","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000136","H19.30.001","nucleus","",0.00205086136177194,0.711648892534865,0.000615258408531583,2681,4876,"10X419_1","Oligodendrocyte precursor","33","3044","CL:0002453",FALSE,"tissue","UBERON:0001875","oligodendrocyte precursor cell","10x 3' v3","normal","male","globus pallidus","unknown","42-year-old stage","N0j_nbwaG)","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
"Hindbrain","Pons","Pons","Human PB","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000123","H19.30.002","nucleus","",0.000846023688663283,0.754441624365482,0.00169204737732657,2316,4728,"10X418_2","Oligodendrocyte precursor","33","3044","CL:0002453",FALSE,"tissue","UBERON:0007634","oligodendrocyte precursor cell","10x 3' v3","normal","male","parabrachial nucleus","unknown","29-year-old stage","np-^d<k>&5","nonneuronal","","parabrachial nucleus","Human PB",TRUE,FALSE
"Hindbrain","Pons","Pons","Human PB","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000123","H19.30.002","nucleus","",0.000273149412728763,0.656104889374488,0.00109259765091505,2004,3661,"10X418_2","Oligodendrocyte precursor","33","3044","CL:0002453",FALSE,"tissue","UBERON:0007634","oligodendrocyte precursor cell","10x 3' v3","normal","male","parabrachial nucleus","unknown","29-year-old stage","{}<1fU7Kvb","nonneuronal","","parabrachial nucleus","Human PB",TRUE,FALSE
"Hindbrain","Pons","Pons","Human PB","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000123","H19.30.002","nucleus","",0.000941087897609637,0.744400527009223,0.00112930547713156,2305,5313,"10X418_2","Oligodendrocyte precursor","33","3044","CL:0002453",FALSE,"tissue","UBERON:0007634","oligodendrocyte precursor cell","10x 3' v3","normal","male","parabrachial nucleus","unknown","29-year-old stage","L%XdW6TmxX","nonneuronal","","parabrachial nucleus","Human PB",TRUE,FALSE
"Hindbrain","Pons","Pons","Human PB","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000123","H19.30.002","nucleus","",0.000384172109104879,0.727429888590088,0.00172877449097196,2551,5206,"10X418_2","Oligodendrocyte precursor","33","3044","CL:0002453",FALSE,"tissue","UBERON:0007634","oligodendrocyte precursor cell","10x 3' v3","normal","male","parabrachial nucleus","unknown","29-year-old stage","vzbu$_rRVA","nonneuronal","","parabrachial nucleus","Human PB",TRUE,FALSE
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000136","H19.30.001","nucleus","",0.000424664515033124,0.80295566502463,0.0010191948360795,3836,11774,"10X419_2","Oligodendrocyte precursor","33","3044","CL:0002453",FALSE,"tissue","UBERON:0001875","oligodendrocyte precursor cell","10x 3' v3","normal","male","globus pallidus","unknown","42-year-old stage","&Ados4!Ug0","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
"Hindbrain","Pons","Pons","Human PB","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000123","H19.30.002","nucleus","",0.00249903883121876,0.752210688196847,0.00124951941560938,3825,10404,"10X418_2","Oligodendrocyte precursor","33","3045","CL:0002453",FALSE,"tissue","UBERON:0007634","oligodendrocyte precursor cell","10x 3' v3","normal","male","parabrachial nucleus","unknown","29-year-old stage","vWnh}^bT`;","nonneuronal","","parabrachial nucleus","Human PB",TRUE,FALSE
"Hindbrain","Pons","Pons","Human PB","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000123","H19.30.002","nucleus","",0.00049813200498132,0.672727272727273,0.0012453300124533,2182,4015,"10X418_1","Oligodendrocyte precursor","33","3044","CL:0002453",FALSE,"tissue","UBERON:0007634","oligodendrocyte precursor cell","10x 3' v3","normal","male","parabrachial nucleus","unknown","29-year-old stage","Sbcj69Kn!6","nonneuronal","","parabrachial nucleus","Human PB",TRUE,FALSE
"Hindbrain","Pons","Pons","Human PB","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000123","H19.30.002","nucleus","",0.000779423226812159,0.720342946219797,0.00124707716289945,2893,6415,"10X418_2","Oligodendrocyte precursor","33","3044","CL:0002453",FALSE,"tissue","UBERON:0007634","oligodendrocyte precursor cell","10x 3' v3","normal","male","parabrachial nucleus","unknown","29-year-old stage","Rhdln=7#gu","nonneuronal","","parabrachial nucleus","Human PB",TRUE,FALSE
"Hindbrain","Pons","Pons","Human PB","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000123","H19.30.002","nucleus","",0.00122324159021407,0.711926605504587,0.000305810397553517,1818,3270,"10X418_1","Oligodendrocyte precursor","33","3044","CL:0002453",FALSE,"tissue","UBERON:0007634","oligodendrocyte precursor cell","10x 3' v3","normal","male","parabrachial nucleus","unknown","29-year-old stage","gvN-(j#n<9","nonneuronal","","parabrachial nucleus","Human PB",TRUE,FALSE
"Hindbrain","Pons","Pons","Human PB","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000123","H19.30.002","nucleus","",0,0.827544639493709,0.000452045505914262,4012,13273,"10X418_2","Oligodendrocyte precursor","32","3048","CL:0002453",FALSE,"tissue","UBERON:0007634","oligodendrocyte precursor cell","10x 3' v3","normal","male","parabrachial nucleus","unknown","29-year-old stage","dw8lK+O9fD","nonneuronal","","parabrachial nucleus","Human PB",TRUE,FALSE
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000136","H19.30.001","nucleus","",0.00339524665468344,0.795486319153186,0.00129818254443779,3680,10014,"10X419_2","Oligodendrocyte precursor","32","3050","CL:0002453",FALSE,"tissue","UBERON:0001875","oligodendrocyte precursor cell","10x 3' v3","normal","male","globus pallidus","unknown","42-year-old stage","?7t`;3{@75","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000136","H19.30.001","nucleus","",0.000186037858704246,0.814334217013162,0.0006046230407888,5334,21501,"10X419_1","Oligodendrocyte precursor","32","3050","CL:0002453",FALSE,"tissue","UBERON:0001875","oligodendrocyte precursor cell","10x 3' v3","normal","male","globus pallidus","unknown","42-year-old stage","o|>9fc}goF","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000136","H19.30.001","nucleus","",0.00105571847507331,0.771143695014663,0.000469208211143695,3579,8525,"10X419_1","Oligodendrocyte precursor","32","3050","CL:0002453",FALSE,"tissue","UBERON:0001875","oligodendrocyte precursor cell","10x 3' v3","normal","male","globus pallidus","unknown","42-year-old stage","LEM26g#R%}","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
"Hindbrain","Pons","Pons","Human PB","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000123","H19.30.002","nucleus","",0,0.795654726952437,0.000978665100802505,2330,5109,"10X418_2","Oligodendrocyte precursor","32","3051","CL:0002453",FALSE,"tissue","UBERON:0007634","oligodendrocyte precursor cell","10x 3' v3","normal","male","parabrachial nucleus","unknown","29-year-old stage",")FfQ3(4%Wx","nonneuronal","","parabrachial nucleus","Human PB",TRUE,FALSE
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000136","H19.30.001","nucleus","",0.000184820108427797,0.834216362740266,0.000739280433711188,4707,16232,"10X419_2","Oligodendrocyte precursor","32","3050","CL:0002453",FALSE,"tissue","UBERON:0001875","oligodendrocyte precursor cell","10x 3' v3","normal","male","globus pallidus","unknown","42-year-old stage","*w0?5+nBc=","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
