"cell_category","supercluster_term","cluster_id","subcluster_id","n"
"Excitatory_projection","Upper rhombic lip","311","11",54161
"Excitatory_projection","Upper-layer intratelencephalic","138","2778",26989
"Excitatory_projection","Upper rhombic lip","310","14",25922
"Excitatory_projection","Upper-layer intratelencephalic","123","2560",22915
"Excitatory_projection","Upper-layer intratelencephalic","122","2566",20360
"Excitatory_projection","Deep-layer intratelencephalic","144","2719",19177
"Excitatory_projection","Deep-layer intratelencephalic","149","2482",19009
"Excitatory_projection","Upper rhombic lip","311","13",17377
"Excitatory_projection","Upper-layer intratelencephalic","126","2589",15595
"Excitatory_projection","Upper rhombic lip","311","12",14487
"Excitatory_projection","Hippocampal dentate gyrus","200","2206",14227
"Inhibitory_interneuron","CGE interneuron","288","429",14210
"Excitatory_projection","Thalamic excitatory","446","123",13606
"Excitatory_projection","Upper-layer intratelencephalic","138","2777",12358
"Inhibitory_projection_MSN","Medium spiny neuron","207","2073",12273
"Excitatory_projection","Upper-layer intratelencephalic","123","2562",11534
"Inhibitory_interneuron","CGE interneuron","287","433",11498
"Excitatory_projection","Upper-layer intratelencephalic","138","2776",11163
"Excitatory_projection","Upper rhombic lip","311","10",11013
"Excitatory_projection","Upper-layer intratelencephalic","121","2620",10613
"Excitatory_projection","Lower rhombic lip","320","802",10326
"Excitatory_projection","Deep-layer intratelencephalic","139","2773",9588
"Inhibitory_interneuron","Midbrain-derived inhibitory","443","702",9158
"Excitatory_projection","Hippocampal dentate gyrus","201","2210",8784
"Inhibitory_interneuron","Midbrain-derived inhibitory","441","695",8255
"Inhibitory_interneuron","Midbrain-derived inhibitory","438","691",8081
"Inhibitory_interneuron","Midbrain-derived inhibitory","439","654",7692
"Excitatory_projection","Upper-layer intratelencephalic","123","2561",7668
"Excitatory_projection","Upper-layer intratelencephalic","129","2595",7452
"Excitatory_projection","Thalamic excitatory","454","99",7424
"Inhibitory_projection_MSN","Medium spiny neuron","207","2074",7149
"Inhibitory_interneuron","MGE interneuron","251","280",7035
"Inhibitory_interneuron","MGE interneuron","262","408",6943
"Inhibitory_interneuron","Midbrain-derived inhibitory","442","701",6835
"Inhibitory_projection_MSN","Medium spiny neuron","215","2023",6453
"Excitatory_projection","Lower rhombic lip","318","805",6396
"Excitatory_projection","Upper rhombic lip","310","9",6351
"Excitatory_projection","Hippocampal dentate gyrus","201","2208",6323
"Excitatory_projection","Hippocampal dentate gyrus","204","2201",6020
"Excitatory_projection","Upper-layer intratelencephalic","124","2628",6013
"Inhibitory_interneuron","CGE interneuron","283","561",5984
"Excitatory_projection","Upper-layer intratelencephalic","124","2626",5956
"Excitatory_projection","Deep-layer intratelencephalic","137","2749",5837
"Excitatory_projection","Lower rhombic lip","320","798",5770
"Inhibitory_interneuron","MGE interneuron","263","424",5656
"Excitatory_projection","Upper-layer intratelencephalic","129","2600",5602
"Excitatory_projection","Upper-layer intratelencephalic","129","2598",5600
"Excitatory_projection","Lower rhombic lip","319","801",5558
"Excitatory_projection","Lower rhombic lip","320","803",5454
"Excitatory_projection","Upper-layer intratelencephalic","123","2559",5446
"Excitatory_projection","Deep-layer intratelencephalic","144","2718",5443
"Excitatory_projection","Upper-layer intratelencephalic","122","2564",5443
"Excitatory_projection","Upper-layer intratelencephalic","124","2627",5399
"Inhibitory_interneuron","CGE interneuron","286","426",5390
"Excitatory_projection","Upper-layer intratelencephalic","130","2571",5379
"Excitatory_projection","Upper-layer intratelencephalic","121","2618",5312
"Inhibitory_interneuron","Midbrain-derived inhibitory","441","696",5286
"Excitatory_projection","Deep-layer intratelencephalic","149","2736",5268
"Excitatory_projection","Hippocampal dentate gyrus","200","2215",5116
"Excitatory_projection","Deep-layer intratelencephalic","139","2769",4813
"Excitatory_projection","Hippocampal CA1-3","119","2325",4736
"Excitatory_projection","Upper-layer intratelencephalic","129","2601",4727
"Excitatory_projection","Hippocampal CA1-3","180","2306",4707
"Excitatory_projection","Upper-layer intratelencephalic","123","2553",4685
"Inhibitory_interneuron","LAMP5-LHX6 and Chandelier","274","450",4654
"Splatter","Splatter","409","166",4595
"Excitatory_projection","Upper-layer intratelencephalic","126","2588",4578
"Excitatory_projection","Upper-layer intratelencephalic","129","2609",4538
"Excitatory_projection","Amygdala excitatory","156","2401",4436
"Excitatory_projection","Upper-layer intratelencephalic","135","2733",4390
"Excitatory_projection","Hippocampal CA1-3","182","2302",4388
"Inhibitory_projection_MSN","Medium spiny neuron","210","2085",4359
"Excitatory_projection","Deep-layer intratelencephalic","137","2747",4298
"Excitatory_projection","Upper-layer intratelencephalic","120","2554",4283
"Inhibitory_interneuron","MGE interneuron","261","413",4276
"Excitatory_projection","Upper-layer intratelencephalic","121","2629",4249
"Inhibitory_interneuron","CGE interneuron","288","430",4232
"Excitatory_projection","Deep-layer corticothalamic and 6b","106","2810",4126
"Inhibitory_interneuron","CGE interneuron","290","514",4095
"Excitatory_projection","Upper-layer intratelencephalic","131","2575",4090
"Inhibitory_interneuron","LAMP5-LHX6 and Chandelier","264","374",4056
"Excitatory_projection","Upper-layer intratelencephalic","126","2597",4018
"Inhibitory_interneuron","Midbrain-derived inhibitory","441","699",4008
"Excitatory_projection","Upper-layer intratelencephalic","126","2599",3932
"Excitatory_projection","Upper-layer intratelencephalic","138","2779",3923
"Excitatory_projection","Hippocampal dentate gyrus","201","2209",3889
"Excitatory_projection","Upper-layer intratelencephalic","130","2567",3885
"Inhibitory_interneuron","MGE interneuron","259","341",3883
"Excitatory_projection","Upper-layer intratelencephalic","138","2775",3830
"Excitatory_projection","Upper-layer intratelencephalic","135","2732",3808
"Excitatory_projection","Thalamic excitatory","452","108",3801
"Excitatory_projection","Upper-layer intratelencephalic","129","2689",3785
"Excitatory_projection","Thalamic excitatory","460","43",3770
"Inhibitory_interneuron","CGE interneuron","288","437",3745
"Inhibitory_projection_MSN","Medium spiny neuron","210","2087",3697
"Splatter","Splatter","415","1502",3690
"Excitatory_projection","Upper-layer intratelencephalic","126","2596",3684
"Excitatory_projection","Upper-layer intratelencephalic","131","2593",3677
"Inhibitory_interneuron","Midbrain-derived inhibitory","441","697",3657
"Excitatory_projection","Upper-layer intratelencephalic","122","2565",3631
"Excitatory_projection","Upper-layer intratelencephalic","121","2621",3595
"Excitatory_projection","Deep-layer intratelencephalic","139","2772",3580
"Excitatory_projection","Deep-layer intratelencephalic","149","2738",3571
"Inhibitory_interneuron","CGE interneuron","287","431",3529
"Inhibitory_interneuron","Midbrain-derived inhibitory","439","655",3529
"Excitatory_projection","Upper-layer intratelencephalic","121","2630",3516
"Inhibitory_interneuron","Cerebellar inhibitory","306","153",3510
"Excitatory_projection","Thalamic excitatory","451","88",3509
"Excitatory_projection","Upper-layer intratelencephalic","129","2594",3491
"Excitatory_projection","Hippocampal dentate gyrus","205","2212",3485
"Inhibitory_interneuron","MGE interneuron","242","310",3465
"Excitatory_projection","Deep-layer corticothalamic and 6b","112","2905",3458
"Inhibitory_interneuron","CGE interneuron","290","534",3440
"Inhibitory_interneuron","CGE interneuron","290","536",3386
"Splatter","Splatter","415","1202",3385
"Splatter","Splatter","365","1249",3378
"Inhibitory_interneuron","CGE interneuron","293","505",3344
"Inhibitory_projection_MSN","Medium spiny neuron","209","2081",3342
"Inhibitory_projection_MSN","Medium spiny neuron","215","2025",3307
"Inhibitory_interneuron","CGE interneuron","293","519",3300
"Excitatory_projection","Deep-layer intratelencephalic","139","2770",3295
"Inhibitory_interneuron","MGE interneuron","243","305",3290
"Excitatory_projection","Upper-layer intratelencephalic","121","2631",3289
"Excitatory_projection","Hippocampal dentate gyrus","204","2202",3270
"Excitatory_projection","Upper-layer intratelencephalic","124","2624",3268
"Excitatory_projection","Upper-layer intratelencephalic","129","2603",3261
"Excitatory_projection","Hippocampal dentate gyrus","203","2197",3210
"Excitatory_projection","Upper-layer intratelencephalic","121","2632",3187
"Excitatory_projection","Upper-layer intratelencephalic","123","2563",3183
"Inhibitory_interneuron","LAMP5-LHX6 and Chandelier","270","440",3179
"Inhibitory_interneuron","Midbrain-derived inhibitory","444","705",3170
"Excitatory_projection","Hippocampal CA1-3","180","2305",3169
"Inhibitory_interneuron","Midbrain-derived inhibitory","434","670",3159
"Inhibitory_interneuron","Midbrain-derived inhibitory","443","703",3113
"Excitatory_projection","Upper-layer intratelencephalic","135","2728",3103
"Excitatory_projection","Upper-layer intratelencephalic","135","2677",3102
"Inhibitory_interneuron","Cerebellar inhibitory","306","154",3076
"Excitatory_projection","Upper-layer intratelencephalic","129","2602",3062
"Excitatory_projection","Upper-layer intratelencephalic","126","2591",3056
"Excitatory_projection","Deep-layer intratelencephalic","148","2490",3007
"Inhibitory_projection_MSN","Medium spiny neuron","215","2026",2989
"Inhibitory_interneuron","Midbrain-derived inhibitory","435","664",2981
"Excitatory_projection","Lower rhombic lip","317","807",2978
"Inhibitory_projection_MSN","Medium spiny neuron","208","2029",2964
"Inhibitory_interneuron","CGE interneuron","286","557",2953
"Excitatory_projection","Upper-layer intratelencephalic","124","2623",2948
"Inhibitory_projection_MSN","Medium spiny neuron","208","2078",2934
"Excitatory_projection","Upper-layer intratelencephalic","129","2604",2918
"Excitatory_projection","Deep-layer corticothalamic and 6b","106","2821",2910
"Inhibitory_projection_MSN","Medium spiny neuron","208","2028",2905
"Excitatory_projection","Upper-layer intratelencephalic","131","2697",2901
"Inhibitory_interneuron","CGE interneuron","278","640",2880
"Inhibitory_interneuron","MGE interneuron","243","307",2864
"Excitatory_projection","Deep-layer intratelencephalic","141","2758",2861
"Inhibitory_interneuron","MGE interneuron","261","411",2861
"Excitatory_projection","Deep-layer intratelencephalic","139","2771",2847
"Inhibitory_interneuron","MGE interneuron","261","418",2847
"Excitatory_projection","Deep-layer intratelencephalic","137","2751",2839
"Excitatory_projection","Upper-layer intratelencephalic","120","2636",2831
"Excitatory_projection","Upper-layer intratelencephalic","135","2731",2827
"Excitatory_projection","Upper-layer intratelencephalic","130","2611",2814
"Excitatory_projection","Upper-layer intratelencephalic","133","2781",2750
"Excitatory_projection","Upper-layer intratelencephalic","131","2576",2742
"Inhibitory_interneuron","MGE interneuron","256","362",2742
"Excitatory_projection","Upper-layer intratelencephalic","124","2625",2733
"Excitatory_projection","Amygdala excitatory","157","2394",2720
"Inhibitory_interneuron","CGE interneuron","291","531",2719
"Excitatory_projection","Amygdala excitatory","155","2475",2717
"Inhibitory_interneuron","CGE interneuron","291","541",2710
"Inhibitory_interneuron","MGE interneuron","243","301",2693
"Excitatory_projection","Amygdala excitatory","175","2335",2685
"Inhibitory_interneuron","Midbrain-derived inhibitory","440","692",2684
"Excitatory_projection","Upper-layer intratelencephalic","135","2742",2678
"Inhibitory_projection_MSN","Medium spiny neuron","209","2079",2646
"Inhibitory_projection_MSN","Medium spiny neuron","213","2035",2642
"Excitatory_projection","Upper-layer intratelencephalic","130","2696",2634
"Inhibitory_interneuron","CGE interneuron","293","517",2630
"Excitatory_projection","Thalamic excitatory","451","85",2616
"Excitatory_projection","Upper-layer intratelencephalic","125","2558",2615
"Excitatory_projection","Hippocampal CA1-3","179","2316",2590
"Inhibitory_interneuron","MGE interneuron","250","272",2576
"Inhibitory_interneuron","MGE interneuron","261","415",2574
"Inhibitory_interneuron","MGE interneuron","251","281",2570
"Excitatory_projection","Deep-layer intratelencephalic","150","2640",2568
"Inhibitory_interneuron","CGE interneuron","286","427",2563
"Excitatory_projection","Deep-layer intratelencephalic","149","2483",2559
"Excitatory_projection","Upper-layer intratelencephalic","133","2784",2556
"Inhibitory_projection_MSN","Medium spiny neuron","214","2045",2553
"Excitatory_projection","Upper-layer intratelencephalic","121","2619",2547
"Excitatory_projection","Deep-layer intratelencephalic","151","2662",2538
"Inhibitory_projection_MSN","Medium spiny neuron","213","2033",2538
"Inhibitory_interneuron","Midbrain-derived inhibitory","439","689",2534
"Inhibitory_interneuron","LAMP5-LHX6 and Chandelier","273","447",2509
"Excitatory_projection","Upper-layer intratelencephalic","120","2555",2492
"Excitatory_projection","Hippocampal CA1-3","184","2275",2480
"Excitatory_projection","Upper-layer intratelencephalic","131","2577",2479
"Excitatory_projection","Deep-layer intratelencephalic","148","2487",2475
"Excitatory_projection","Upper-layer intratelencephalic","131","2615",2469
"Excitatory_projection","Amygdala excitatory","157","2393",2459
"Inhibitory_interneuron","MGE interneuron","257","409",2450
"Excitatory_projection","Deep-layer intratelencephalic","140","2766",2432
"Inhibitory_interneuron","MGE interneuron","242","309",2432
"Excitatory_projection","Upper-layer intratelencephalic","130","2782",2410
"Inhibitory_interneuron","CGE interneuron","288","438",2410
"Inhibitory_interneuron","CGE interneuron","293","516",2407
"Inhibitory_projection_MSN","Medium spiny neuron","213","2037",2407
"Inhibitory_interneuron","Midbrain-derived inhibitory","439","657",2406
"Excitatory_projection","Upper-layer intratelencephalic","130","2608",2383
"Excitatory_projection","Hippocampal dentate gyrus","200","2207",2376
"Inhibitory_interneuron","Midbrain-derived inhibitory","440","693",2374
"Excitatory_projection","Upper-layer intratelencephalic","128","2695",2373
"Excitatory_projection","Lower rhombic lip","320","797",2359
"Excitatory_projection","Deep-layer intratelencephalic","148","2485",2350
"Excitatory_projection","Deep-layer intratelencephalic","151","2659",2328
"Inhibitory_interneuron","MGE interneuron","258","401",2325
"Inhibitory_interneuron","MGE interneuron","259","412",2322
"Inhibitory_interneuron","MGE interneuron","251","284",2320
"Inhibitory_interneuron","CGE interneuron","287","434",2315
"Excitatory_projection","Deep-layer intratelencephalic","142","2706",2306
"Excitatory_projection","Upper-layer intratelencephalic","130","2607",2294
"Inhibitory_interneuron","MGE interneuron","257","404",2294
"Excitatory_projection","Upper-layer intratelencephalic","120","2634",2290
"Excitatory_projection","Upper-layer intratelencephalic","131","2574",2289
"Inhibitory_interneuron","CGE interneuron","289","529",2286
"Excitatory_projection","Upper-layer intratelencephalic","133","2675",2281
"Inhibitory_interneuron","MGE interneuron","252","228",2278
"Splatter","Splatter","365","1252",2262
"Excitatory_projection","Upper-layer intratelencephalic","133","2674",2259
"Excitatory_projection","Deep-layer intratelencephalic","140","2761",2258
"Inhibitory_interneuron","Midbrain-derived inhibitory","438","662",2253
"Inhibitory_interneuron","MGE interneuron","250","273",2252
"Inhibitory_interneuron","CGE interneuron","290","538",2248
"Inhibitory_interneuron","MGE interneuron","243","303",2227
"Excitatory_projection","Thalamic excitatory","454","81",2225
"Excitatory_projection","Thalamic excitatory","451","90",2215
"Inhibitory_interneuron","CGE interneuron","292","573",2212
"Excitatory_projection","Deep-layer intratelencephalic","142","2713",2193
"Excitatory_projection","Lower rhombic lip","319","796",2191
"Excitatory_projection","Deep-layer intratelencephalic","144","2716",2183
"Inhibitory_interneuron","CGE interneuron","290","515",2165
"Excitatory_projection","Hippocampal CA1-3","181","2298",2164
"Excitatory_projection","Amygdala excitatory","157","2395",2161
"Excitatory_projection","Deep-layer intratelencephalic","137","2750",2158
"Excitatory_projection","Deep-layer intratelencephalic","143","2708",2158
"Inhibitory_interneuron","Midbrain-derived inhibitory","443","704",2143
"Excitatory_projection","Upper-layer intratelencephalic","120","2612",2140
"Inhibitory_interneuron","CGE interneuron","286","428",2139
"Excitatory_projection","Upper-layer intratelencephalic","126","2590",2107
"Inhibitory_interneuron","MGE interneuron","261","417",2096
"Inhibitory_interneuron","MGE interneuron","258","359",2090
"Excitatory_projection","Deep-layer corticothalamic and 6b","108","2866",2089
"Inhibitory_projection_MSN","Medium spiny neuron","209","2082",2084
"Excitatory_projection","Deep-layer intratelencephalic","143","2721",2079
"Inhibitory_interneuron","CGE interneuron","293","508",2075
"Excitatory_projection","Upper-layer intratelencephalic","125","2613",2068
"Inhibitory_interneuron","MGE interneuron","259","338",2065
"Excitatory_projection","Amygdala excitatory","157","2397",2057
"Inhibitory_interneuron","CGE interneuron","282","566",2043
"Inhibitory_interneuron","CGE interneuron","289","526",2027
"Inhibitory_interneuron","MGE interneuron","250","275",2024
"Inhibitory_interneuron","Midbrain-derived inhibitory","436","675",2021
"Splatter","Splatter","365","1232",2017
"Excitatory_projection","Upper-layer intratelencephalic","120","2637",2013
"Excitatory_projection","Deep-layer intratelencephalic","151","2656",2010
"Excitatory_projection","Mammillary body","324","1856",2007
"Inhibitory_interneuron","CGE interneuron","289","528",2007
"Inhibitory_projection_MSN","Medium spiny neuron","214","2039",2004
"Excitatory_projection","Hippocampal CA1-3","183","2282",1995
"Inhibitory_interneuron","MGE interneuron","260","421",1992
"Inhibitory_interneuron","Midbrain-derived inhibitory","436","676",1980
"Excitatory_projection","Deep-layer intratelencephalic","148","2489",1977
"Inhibitory_interneuron","CGE interneuron","293","520",1973
"Excitatory_projection","Lower rhombic lip","320","799",1972
"Inhibitory_interneuron","MGE interneuron","261","416",1969
"Inhibitory_projection_MSN","Medium spiny neuron","208","2030",1963
"Excitatory_projection","Upper-layer intratelencephalic","133","2785",1961
"Inhibitory_interneuron","LAMP5-LHX6 and Chandelier","272","445",1960
"Excitatory_projection","Hippocampal CA1-3","180","2308",1949
"Excitatory_projection","Amygdala excitatory","174","2453",1942
"Inhibitory_interneuron","CGE interneuron","290","535",1940
"Inhibitory_projection_MSN","Medium spiny neuron","214","2046",1939
"Inhibitory_interneuron","MGE interneuron","259","344",1938
"Excitatory_projection","Upper-layer intratelencephalic","135","2729",1927
"Excitatory_projection","Upper-layer intratelencephalic","127","2586",1916
"Inhibitory_interneuron","MGE interneuron","242","314",1910
"Excitatory_projection","Upper-layer intratelencephalic","135","2730",1909
"Excitatory_projection","Upper-layer intratelencephalic","124","2622",1907
"Excitatory_projection","Upper-layer intratelencephalic","129","2605",1907
"Inhibitory_projection_MSN","Medium spiny neuron","214","2047",1899
"Inhibitory_interneuron","CGE interneuron","292","576",1895
"Excitatory_projection","Deep-layer corticothalamic and 6b","112","2906",1893
"Inhibitory_interneuron","CGE interneuron","282","569",1892
"Excitatory_projection","Deep-layer intratelencephalic","150","2645",1885
"Excitatory_projection","Deep-layer intratelencephalic","151","2651",1884
"Excitatory_projection","Deep-layer corticothalamic and 6b","101","2848",1871
"Excitatory_projection","Upper-layer intratelencephalic","125","2616",1855
"Inhibitory_interneuron","MGE interneuron","252","257",1854
"Excitatory_projection","Deep-layer intratelencephalic","143","2707",1845
"Excitatory_projection","Deep-layer intratelencephalic","141","2759",1839
"Inhibitory_interneuron","MGE interneuron","243","306",1836
"Excitatory_projection","Deep-layer corticothalamic and 6b","84","2917",1833
"Excitatory_projection","Thalamic excitatory","460","55",1825
"Inhibitory_interneuron","MGE interneuron","252","225",1821
"Excitatory_projection","Amygdala excitatory","155","2473",1814
"Inhibitory_interneuron","CGE interneuron","291","542",1811
"Inhibitory_interneuron","LAMP5-LHX6 and Chandelier","271","462",1811
"Inhibitory_interneuron","CGE interneuron","292","574",1807
"Inhibitory_interneuron","CGE interneuron","289","523",1806
"Excitatory_projection","Deep-layer intratelencephalic","151","2650",1803
"Excitatory_projection","Deep-layer intratelencephalic","148","2484",1799
"Inhibitory_interneuron","MGE interneuron","259","342",1794
"Excitatory_projection","Hippocampal dentate gyrus","203","2199",1792
"Inhibitory_interneuron","CGE interneuron","291","543",1791
"Inhibitory_interneuron","MGE interneuron","252","224",1791
"Inhibitory_interneuron","Midbrain-derived inhibitory","439","658",1786
"Inhibitory_projection_MSN","Medium spiny neuron","214","2040",1785
"Excitatory_projection","Upper-layer intratelencephalic","130","2780",1783
"Inhibitory_interneuron","CGE interneuron","289","527",1782
"Inhibitory_interneuron","Midbrain-derived inhibitory","436","707",1782
"Excitatory_projection","Hippocampal dentate gyrus","205","2213",1781
"Inhibitory_interneuron","MGE interneuron","257","393",1777
"Inhibitory_interneuron","MGE interneuron","252","229",1776
"Inhibitory_projection_MSN","Medium spiny neuron","213","2048",1775
"Inhibitory_interneuron","CGE interneuron","290","533",1769
"Excitatory_projection","Amygdala excitatory","172","2343",1766
"Excitatory_projection","Amygdala excitatory","157","2400",1762
"Excitatory_projection","Amygdala excitatory","172","2349",1762
"Inhibitory_interneuron","MGE interneuron","243","304",1762
"Excitatory_projection","Upper-layer intratelencephalic","134","2678",1761
"Excitatory_projection","Upper-layer intratelencephalic","135","2734",1759
"Excitatory_projection","Deep-layer intratelencephalic","143","2725",1756
"Inhibitory_interneuron","MGE interneuron","251","279",1752
"Inhibitory_interneuron","Midbrain-derived inhibitory","435","674",1752
"Excitatory_projection","Deep-layer corticothalamic and 6b","109","2873",1751
"Inhibitory_interneuron","MGE interneuron","250","270",1751
"Inhibitory_interneuron","MGE interneuron","242","311",1750
"Inhibitory_interneuron","MGE interneuron","261","414",1750
"Inhibitory_interneuron","CGE interneuron","293","518",1744
"Inhibitory_projection_MSN","Medium spiny neuron","214","2044",1743
"Excitatory_projection","Deep-layer intratelencephalic","151","2654",1738
"Excitatory_projection","Deep-layer intratelencephalic","143","2723",1733
"Inhibitory_interneuron","CGE interneuron","282","567",1729
"Inhibitory_interneuron","MGE interneuron","252","223",1726
"Inhibitory_interneuron","CGE interneuron","293","507",1725
"Inhibitory_interneuron","Midbrain-derived inhibitory","441","698",1725
"Excitatory_projection","Upper-layer intratelencephalic","135","2690",1724
"Excitatory_projection","Hippocampal CA1-3","184","2276",1721
"Excitatory_projection","Hippocampal dentate gyrus","203","2198",1721
"Excitatory_projection","Amygdala excitatory","161","2408",1720
"Excitatory_projection","Deep-layer intratelencephalic","147","2495",1714
"Inhibitory_interneuron","LAMP5-LHX6 and Chandelier","265","383",1708
"Excitatory_projection","Amygdala excitatory","172","2351",1704
"Excitatory_projection","Upper-layer intratelencephalic","133","2672",1701
"Excitatory_projection","Deep-layer intratelencephalic","150","2647",1700
"Excitatory_projection","Hippocampal CA1-3","186","2289",1694
"Inhibitory_interneuron","CGE interneuron","296","483",1693
"Excitatory_projection","Hippocampal CA1-3","183","2280",1684
"Inhibitory_projection_MSN","Medium spiny neuron","209","2080",1676
"Inhibitory_interneuron","CGE interneuron","292","578",1674
"Excitatory_projection","Upper-layer intratelencephalic","128","2694",1670
"Inhibitory_interneuron","MGE interneuron","259","337",1670
"Inhibitory_interneuron","CGE interneuron","292","579",1665
"Excitatory_projection","Upper-layer intratelencephalic","120","2556",1664
"Excitatory_projection","Deep-layer corticothalamic and 6b","109","2874",1661
"Excitatory_projection","Hippocampal CA1-3","182","2301",1658
"Excitatory_projection","Hippocampal CA1-3","180","2309",1654
"Excitatory_projection","Upper-layer intratelencephalic","128","2573",1652
"Excitatory_projection","Deep-layer corticothalamic and 6b","106","2820",1646
"Inhibitory_interneuron","Midbrain-derived inhibitory","434","668",1643
"Inhibitory_interneuron","CGE interneuron","294","509",1640
"Excitatory_projection","Deep-layer intratelencephalic","142","2715",1626
"Inhibitory_interneuron","MGE interneuron","242","313",1621
"Inhibitory_interneuron","CGE interneuron","294","506",1616
"Inhibitory_interneuron","Midbrain-derived inhibitory","437","679",1610
"Inhibitory_interneuron","MGE interneuron","259","340",1605
"Inhibitory_interneuron","CGE interneuron","283","562",1604
"Excitatory_projection","Lower rhombic lip","318","804",1603
"Excitatory_projection","Amygdala excitatory","155","2476",1602
"Excitatory_projection","Upper-layer intratelencephalic","125","2570",1599
"Excitatory_projection","Deep-layer intratelencephalic","140","2764",1597
"Excitatory_projection","Deep-layer intratelencephalic","151","2657",1595
"Excitatory_projection","Hippocampal CA1-3","179","2312",1592
"Inhibitory_interneuron","MGE interneuron","242","312",1591
"Splatter","Splatter","238","171",1588
"Excitatory_projection","Deep-layer intratelencephalic","140","2768",1587
"Excitatory_projection","Deep-layer intratelencephalic","150","2641",1578
"Excitatory_projection","Thalamic excitatory","453","94",1577
"Excitatory_projection","Hippocampal dentate gyrus","200","2214",1574
"Excitatory_projection","Upper-layer intratelencephalic","134","2682",1565
"Excitatory_projection","Amygdala excitatory","155","2474",1563
"Excitatory_projection","Deep-layer intratelencephalic","148","2486",1563
"Inhibitory_interneuron","Midbrain-derived inhibitory","436","708",1563
"Excitatory_projection","Deep-layer intratelencephalic","142","2710",1558
"Inhibitory_projection_MSN","Medium spiny neuron","212","2067",1558
"Excitatory_projection","Mammillary body","328","1848",1550
"Splatter","Splatter","415","1686",1549
"Inhibitory_interneuron","CGE interneuron","283","558",1546
"Excitatory_projection","Hippocampal CA1-3","181","2297",1542
"Excitatory_projection","Thalamic excitatory","446","124",1542
"Excitatory_projection","Deep-layer intratelencephalic","148","2498",1541
"Excitatory_projection","Upper-layer intratelencephalic","134","2685",1537
"Excitatory_projection","Deep-layer intratelencephalic","151","2658",1533
"Inhibitory_interneuron","Midbrain-derived inhibitory","439","656",1533
"Inhibitory_interneuron","CGE interneuron","282","568",1529
"Inhibitory_interneuron","CGE interneuron","286","556",1525
"Inhibitory_interneuron","MGE interneuron","257","403",1525
"Inhibitory_projection_MSN","Medium spiny neuron","208","2077",1525
"Inhibitory_projection_MSN","Medium spiny neuron","211","2020",1520
"Excitatory_projection","Upper-layer intratelencephalic","120","2633",1518
"Inhibitory_projection_MSN","Medium spiny neuron","214","2043",1512
"Excitatory_projection","Amygdala excitatory","157","2398",1510
"Excitatory_projection","Upper-layer intratelencephalic","133","2670",1508
"Excitatory_projection","Upper-layer intratelencephalic","128","2683",1507
"Excitatory_projection","Amygdala excitatory","175","2332",1506
"Excitatory_projection","Amygdala excitatory","174","2331",1503
"Inhibitory_interneuron","CGE interneuron","291","540",1502
"Inhibitory_interneuron","Midbrain-derived inhibitory","436","677",1502
"Excitatory_projection","Deep-layer corticothalamic and 6b","110","2901",1501
"Splatter","Splatter","365","1233",1501
"Inhibitory_interneuron","CGE interneuron","284","553",1500
"Inhibitory_interneuron","CGE interneuron","294","510",1493
"Excitatory_projection","Amygdala excitatory","174","2451",1489
"Inhibitory_interneuron","CGE interneuron","294","502",1481
"Excitatory_projection","Deep-layer intratelencephalic","147","2497",1477
"Inhibitory_interneuron","LAMP5-LHX6 and Chandelier","265","379",1477
"Inhibitory_projection_MSN","Medium spiny neuron","219","2018",1475
"Excitatory_projection","Amygdala excitatory","172","2350",1472
"Excitatory_projection","Upper rhombic lip","312","20",1465
"Inhibitory_interneuron","MGE interneuron","259","339",1465
"Inhibitory_interneuron","CGE interneuron","296","487",1460
"Inhibitory_projection_MSN","Medium spiny neuron","211","2072",1458
"Excitatory_projection","Lower rhombic lip","320","795",1457
"Inhibitory_projection_MSN","Medium spiny neuron","211","2071",1457
"Excitatory_projection","Upper-layer intratelencephalic","127","2580",1455
"Excitatory_projection","Upper-layer intratelencephalic","127","2583",1455
"Inhibitory_interneuron","MGE interneuron","250","269",1454
"Inhibitory_interneuron","MGE interneuron","241","322",1451
"Inhibitory_projection_MSN","Eccentric medium spiny neuron","231","2151",1450
"Inhibitory_interneuron","CGE interneuron","294","504",1447
"Excitatory_projection","Deep-layer intratelencephalic","143","2727",1441
"Excitatory_projection","Upper-layer intratelencephalic","133","2783",1441
"Inhibitory_projection_MSN","Medium spiny neuron","215","2024",1438
"Excitatory_projection","Hippocampal CA1-3","181","2296",1433
"Excitatory_projection","Deep-layer corticothalamic and 6b","105","2812",1428
"Inhibitory_interneuron","MGE interneuron","257","394",1419
"Excitatory_projection","Deep-layer intratelencephalic","147","2500",1418
"Excitatory_projection","Deep-layer intratelencephalic","140","2767",1414
"Excitatory_projection","Upper-layer intratelencephalic","134","2680",1414
"Inhibitory_interneuron","MGE interneuron","252","227",1414
"Inhibitory_interneuron","Midbrain-derived inhibitory","434","672",1414
"Excitatory_projection","Amygdala excitatory","157","2399",1413
"Splatter","Splatter","415","1503",1409
"Excitatory_projection","Deep-layer intratelencephalic","147","2493",1403
"Excitatory_projection","Upper-layer intratelencephalic","131","2557",1403
"Inhibitory_interneuron","MGE interneuron","252","226",1403
"Excitatory_projection","Deep-layer intratelencephalic","148","2488",1402
"Splatter","Splatter","238","173",1402
"Excitatory_projection","Amygdala excitatory","154","2470",1399
