genes,subclass,p_val
WDR66,L5IT,2.17934655334631e-10
WDR86,L23IT,1.2113175222971102e-9
WDR86,L5ET,3.00032158425363e-8
WFDC1,L4IT,6.503746213586899e-12
WFDC1,L5IT,2.1325900569652603e-9
WIPI1,Pvalb,1.3085600978696e-8
WISP1,L5IT,1.27951332798942e-8
WLS,L4IT,1.08256173238664e-8
WLS,L5ET,2.19582699577498e-14
WLS,Pvalb,2.4753328634395403e-15
WLS,Sst,7.51221337797031e-9
WNT10B,L4IT,5.6782215086094e-9
WNT16,Sst,4.0394271335404106e-9
WNT3,L4IT,1.36273631988678e-10
WNT4,L56NP,1.75827645542568e-9
WNT9A,L5IT,1.5775611968439801e-9
WSCD1,L23IT,7.164420467125461e-9
WSCD1,L4IT,1.27301482044419e-15
WSCD2,Lamp5Lhx6,1.2370055031427301e-9
XKR4,L23IT,1.16961799486935e-8
XRCC6P5,L4IT,1.35459990749091e-9
XRCC6P5,L5IT,2.0579908946598497e-11
XYLT1,L5IT,9.58642616422914e-12
XYLT1,L6IT,3.2640127747508402e-9
XYLT1,L6ITCar3,2.53025153680686e-8
YBX2,L4IT,1.15031266610807e-11
YEATS2,L23IT,6.9113337391950206e-9
YEATS2,L56NP,1.78256607513899e-8
YEATS2,L5IT,4.370075985539e-10
YEATS2,L6IT,1.4094324344499701e-9
YES1,Pvalb,2.43401240672022e-8
YPEL1,L5IT,7.09164934730238e-10
ZAK,L4IT,2.05584335453379e-8
ZAK,L5ET,3.0490584979934005e-10
ZBBX,L23IT,3.64524527775194e-8
ZBBX,L4IT,2.507835381705e-11
ZBBX,L5ET,2.9337457255577e-14
ZBTB46,L4IT,1.18203410161486e-13
ZBTB46,L56NP,5.7808206937706e-11
ZBTB46,L5ET,9.159476095006009e-12
ZBTB46,L5IT,4.59572555186972e-13
ZBTB46,L6CT,6.62177528009054e-10
ZDHHC14,L23IT,1.64905376396386e-9
ZDHHC14,L4IT,4.92178443878516e-10
ZDHHC14,L5ET,1.7063371010344301e-9
ZDHHC2,L23IT,4.44991303551655e-9
ZDHHC2,L5ET,1.3298048152528398e-11
ZDHHC2,L6CT,1.05436347672188e-11
ZDHHC23,L5ET,1.2791744606179499e-11
ZEB2,L4IT,5.85108884374078e-15
ZEB2,L5ET,7.858014101026649e-12
ZFAND4,L4IT,3.0992109860926997e-13
ZFAND6,L4IT,1.66708629734912e-8
ZFHX3,L6CT,8.959842642279939e-11
ZFHX4,L4IT,4.99762949282846e-9
ZFP64,L5IT,1.15295322280821e-8
ZFPM2,L5ET,7.340698226804461e-10
ZFPM2,Vip,7.67261539347655e-10
ZFR2,L4IT,3.13244725918057e-8
ZHX2,L5ET,1.14463425097184e-8
ZHX2,L6IT,1.78747019487217e-10
ZHX2,Sst,1.83461266138083e-8
ZMAT1,L4IT,1.59932234939904e-8
ZMAT4,L6IT,7.84153670743407e-9
ZNF185,L4IT,1.6606556920377302e-9
ZNF300P1,L4IT,2.8800528105569697e-13
ZNF354C,L56NP,1.96673438075777e-10
ZNF354C,L6IT,7.1194629154805e-9
ZNF382,L5IT,4.24017462646582e-11
ZNF385B,L4IT,1.4363283637132101e-9
ZNF385B,L6b,5.70116615996067e-10
ZNF385D,L5ET,3.6175345504060794e-11
ZNF385D,L6CT,3.83907717598833e-8
ZNF385D,L6ITCar3,3.28634774461453e-10
ZNF385D-AS2,L6ITCar3,1.2952923843651099e-11
ZNF385D-AS2,Pvalb,5.58442933933538e-13
ZNF395,L5ET,3.44817497849027e-10
ZNF395,L6CT,2.20584519886036e-9
ZNF43,L4IT,5.36037735171729e-10
ZNF438,L6IT,2.85250586612492e-8
ZNF439,L56NP,2.25543482808034e-10
ZNF462,L4IT,1.16698169940254e-9
ZNF462,L5ET,6.895310922340441e-9
ZNF462,L6b,2.12722989254362e-9
ZNF462,L6IT,9.46417565804844e-10
ZNF462,L6ITCar3,2.0087415270421703e-9
ZNF506,L56NP,3.10552926720375e-8
ZNF506,L5IT,1.39736843795214e-9
ZNF521,L4IT,2.14047242120751e-9
ZNF572,L23IT,7.27456016070909e-13
ZNF608,L4IT,1.70863657039674e-11
ZNF608,L5IT,2.046616153354e-9
ZNF608,L6IT,1.0627836982668199e-12
ZNF608,L6ITCar3,1.5444580656723502e-9
ZNF626,L4IT,8.26472785313942e-10
ZNF626,L56NP,3.3801191293285e-8
ZNF664-FAM101A,L4IT,4.11027743469308e-8
ZNF664-FAM101A,L6IT,1.76644019737461e-8
ZNF69,L56NP,1.23510605669537e-8
ZNF704,Pvalb,3.84544853915779e-11
ZNF737,L23IT,2.51418060599907e-9
ZNF737,L4IT,4.99367244777186e-13
ZNF737,L56NP,3.5109258662411904e-9
ZNF737,L5IT,2.7669688480460098e-11
ZNF737,L6IT,4.34741550707558e-12
ZNF790-AS1,L4IT,2.6183216076498703e-9
ZNF804A,L23IT,7.3877653677237105e-9
ZNF804A,L56NP,2.10099751601082e-13
ZNF804B,L23IT,3.09932750179907e-8
ZNF804B,L4IT,1.0628887873743899e-11
ZNF808,L4IT,5.20234056733694e-10
ZNF808,L6IT,4.59129146737219e-11
ZNF827,L4IT,1.9466735578064303e-9
ZNF827,L6IT,2.43934667022376e-12
ZNF83,L5ET,1.57510796913562e-8
ZNF831,L23IT,2.8112868355827204e-9
ZNF831,L4IT,8.95738164912024e-13
ZNF831,L56NP,2.57196817164089e-8
ZNF831,L5ET,8.11901031364824e-10
ZNF831,L5IT,1.5430712785413e-13
ZNF831,L6CT,8.96471800737487e-9
ZNF831,L6IT,7.00623589227543e-11
ZNF846,L4IT,3.30964767293313e-8
ZSCAN30,L4IT,3.05583809084107e-14
ZYX,L5IT,2.39321616600695e-8
