mode,Species,stephan_species,pair_note,label,stephan_var,wide_var,unit_scale,role,stephan_value,wide_value,on_tree,status,rel,pct_diff,ratio,anomaly
raw,Lepilemur ruficaudatus,Lepilemur ruficaudatus,NA,Pallidum,Pallidum,Pallidum_Vol.mm3,1,study3,55.2,55.2,NA,same,0,0,1,NA
raw,Lophocebus albigena,Lophocebus albigena,NA,Pallidum,Pallidum,Pallidum_Vol.mm3,1,study3,674,674,NA,same,0,0,1,NA
raw,Loris tardigradus,Loris tardigradus,NA,Pallidum,Pallidum,Pallidum_Vol.mm3,1,study3,41.4,41.4,NA,same,0,0,1,NA
raw,Microcebus murinus,Microcebus murinus,NA,Pallidum,Pallidum,Pallidum_Vol.mm3,1,study3,10.7,10.7,NA,same,0,0,1,NA
raw,Nasalis larvatus,Nasalis larvatus,NA,Pallidum,Pallidum,Pallidum_Vol.mm3,1,study3,550,550,NA,same,0,0,1,NA
raw,Otolemur crassicaudatus,Otolemur crassicaudatus,NA,Pallidum,Pallidum,Pallidum_Vol.mm3,1,study3,63.3,63.3,NA,same,0,0,1,NA
raw,Pan troglodytes,Pan troglodytes,NA,Pallidum,Pallidum,Pallidum_Vol.mm3,1,study3,1951,1951,NA,same,0,0,1,NA
raw,Papio anubis,Papio anubis,NA,Pallidum,Pallidum,Pallidum_Vol.mm3,1,study3,1147,1147,NA,same,0,0,1,NA
raw,Perodicticus potto,Perodicticus potto,NA,Pallidum,Pallidum,Pallidum_Vol.mm3,1,study3,107,107,NA,same,0,0,1,NA
raw,Piliocolobus badius,Piliocolobus badius,NA,Pallidum,Pallidum,Pallidum_Vol.mm3,1,study3,521,521,NA,same,0,0,1,NA
raw,Pongo sp.,Pongo abelii,merge 'Pongo sp.' is a sensu lato mean (Bornean + Sumatran + hybrid); Stephan row is Sumatran,Pallidum,Pallidum,Pallidum_Vol.mm3,1,study3,NA,1800,NA,volumes_wide_only,NA,NA,NA,NA
raw,Pongo sp.,Pongo pygmaeus,merge 'Pongo sp.' is a sensu lato mean (Bornean + Sumatran + hybrid); Stephan row is Bornean,Pallidum,Pallidum,Pallidum_Vol.mm3,1,study3,1800,1800,NA,same,0,0,1,NA
raw,Propithecus verreauxi,Propithecus verreauxi,NA,Pallidum,Pallidum,Pallidum_Vol.mm3,1,study3,263,263,NA,same,0,0,1,NA
raw,Saguinus oedipus,Saguinus oedipus,NA,Pallidum,Pallidum,Pallidum_Vol.mm3,1,study3,73.2,73.2,NA,same,0,0,1,NA
raw,Saimiri sciureus,Saimiri sciureus,NA,Pallidum,Pallidum,Pallidum_Vol.mm3,1,study3,169,169,NA,same,0,0,1,NA
raw,Tarsius syrichta,Tarsius syrichta,NA,Pallidum,Pallidum,Pallidum_Vol.mm3,1,study3,16.1,16.1,NA,same,0,0,1,NA
raw,Alouatta seniculus,Alouatta seniculus,NA,Neocortex white,NeoW_Frahm,Neocortex_white_matter_Vol.mm3,1,study3,9869,9869,NA,same,0,0,1,NA
raw,Aotus trivirgatus,Aotus trivirgatus,NA,Neocortex white,NeoW_Frahm,Neocortex_white_matter_Vol.mm3,1,study3,2174,2174,NA,same,0,0,1,NA
raw,Avahi occidentalis,Avahi occidentalis,NA,Neocortex white,NeoW_Frahm,Neocortex_white_matter_Vol.mm3,1,study3,777,777,NA,same,0,0,1,NA
raw,Callithrix jacchus,Callithrix jacchus,NA,Neocortex white,NeoW_Frahm,Neocortex_white_matter_Vol.mm3,1,study3,807.1,807.1,NA,same,0,0,1,NA
raw,Cebuella pygmaea,Cebuella pygmaea,NA,Neocortex white,NeoW_Frahm,Neocortex_white_matter_Vol.mm3,1,study3,395.3,NA,NA,Stephan_only,NA,NA,NA,NA
raw,Cebus albifrons,Cebus albifrons,NA,Neocortex white,NeoW_Frahm,Neocortex_white_matter_Vol.mm3,1,study3,15799,15799,NA,same,0,0,1,NA
raw,Cercopithecus ascanius,Cercopithecus ascanius,NA,Neocortex white,NeoW_Frahm,Neocortex_white_matter_Vol.mm3,1,study3,13052,13052,NA,same,0,0,1,NA
raw,Daubentonia madagascariensis,Daubentonia madagascariensis,NA,Neocortex white,NeoW_Frahm,Neocortex_white_matter_Vol.mm3,1,study3,5053,5053,NA,same,0,0,1,NA
raw,Eulemur fulvus,Eulemur fulvus,NA,Neocortex white,NeoW_Frahm,Neocortex_white_matter_Vol.mm3,1,study3,3035,3035,NA,same,0,0,1,NA
raw,Galagoides demidoff,Galagoides demidoff,NA,Neocortex white,NeoW_Frahm,Neocortex_white_matter_Vol.mm3,1,study3,150.6,150.6,NA,same,0,0,1,NA
raw,Homo sapiens,Homo sapiens,NA,Neocortex white,NeoW_Frahm,Neocortex_white_matter_Vol.mm3,1,study3,421819,421819,NA,same,0,0,1,NA
raw,Hylobates lar,Hylobates lar,NA,Neocortex white,NeoW_Frahm,Neocortex_white_matter_Vol.mm3,1,study3,19154,19154,NA,same,0,0,1,NA
raw,Indri indri,Indri indri,NA,Neocortex white,NeoW_Frahm,Neocortex_white_matter_Vol.mm3,1,study3,4223,4223,NA,same,0,0,1,NA
raw,Lagothrix lagotricha,Lagothrix lagotricha,NA,Neocortex white,NeoW_Frahm,Neocortex_white_matter_Vol.mm3,1,study3,16727,16727,NA,same,0,0,1,NA
raw,Lepilemur ruficaudatus,Lepilemur ruficaudatus,NA,Neocortex white,NeoW_Frahm,Neocortex_white_matter_Vol.mm3,1,study3,476.6,476.6,NA,same,0,0,1,NA
raw,Microcebus murinus,Microcebus murinus,NA,Neocortex white,NeoW_Frahm,Neocortex_white_matter_Vol.mm3,1,study3,65.31,65.31,NA,same,0,0,1,NA
raw,Nycticebus coucang,Nycticebus coucang,NA,Neocortex white,NeoW_Frahm,Neocortex_white_matter_Vol.mm3,1,study3,1240,1240,NA,same,0,0,1,NA
raw,Pan troglodytes,Pan troglodytes,NA,Neocortex white,NeoW_Frahm,Neocortex_white_matter_Vol.mm3,1,study3,118996,118996,NA,same,0,0,1,NA
raw,Papio anubis,Papio anubis,NA,Neocortex white,NeoW_Frahm,Neocortex_white_matter_Vol.mm3,1,study3,54416,54416,NA,same,0,0,1,NA
raw,Piliocolobus badius,Piliocolobus badius,NA,Neocortex white,NeoW_Frahm,Neocortex_white_matter_Vol.mm3,1,study3,14331,14331,NA,same,0,0,1,NA
raw,Pongo sp.,Pongo abelii,merge 'Pongo sp.' is a sensu lato mean (Bornean + Sumatran + hybrid); Stephan row is Sumatran,Neocortex white,NeoW_Frahm,Neocortex_white_matter_Vol.mm3,1,study3,NA,81500,NA,volumes_wide_only,NA,NA,NA,NA
raw,Pongo sp.,Pongo pygmaeus,merge 'Pongo sp.' is a sensu lato mean (Bornean + Sumatran + hybrid); Stephan row is Bornean,Neocortex white,NeoW_Frahm,Neocortex_white_matter_Vol.mm3,1,study3,81500,81500,NA,same,0,0,1,NA
raw,Propithecus verreauxi,Propithecus verreauxi,NA,Neocortex white,NeoW_Frahm,Neocortex_white_matter_Vol.mm3,1,study3,3335,3335,NA,same,0,0,1,NA
raw,Saimiri sciureus,Saimiri sciureus,NA,Neocortex white,NeoW_Frahm,Neocortex_white_matter_Vol.mm3,1,study3,3710,3710,NA,same,0,0,1,NA
raw,Tarsius syrichta,Tarsius syrichta,NA,Neocortex white,NeoW_Frahm,Neocortex_white_matter_Vol.mm3,1,study3,137,137,NA,same,0,0,1,NA
raw,Alouatta caraya,Alouatta caraya,NA,Insular cortex (grey),Total_insula_volume_L,Insula_left_Vol.mm3,1,study3,272,272,NA,same,0,0,1,NA
raw,Ateles geoffroyi,Ateles geoffroyi,NA,Insular cortex (grey),Total_insula_volume_L,Insula_left_Vol.mm3,1,study3,416,416,NA,same,0,0,1,NA
raw,Avahi laniger,Avahi laniger,NA,Insular cortex (grey),Total_insula_volume_L,Insula_left_Vol.mm3,1,study3,38,NA,NA,Stephan_only,NA,NA,NA,NA
raw,Avahi occidentalis,Avahi occidentalis,NA,Insular cortex (grey),Total_insula_volume_L,Insula_left_Vol.mm3,1,study3,NA,38,NA,volumes_wide_only,NA,NA,NA,NA
raw,Cebuella pygmaea,Cebuella pygmaea,NA,Insular cortex (grey),Total_insula_volume_L,Insula_left_Vol.mm3,1,study3,11,11,NA,same,0,0,1,NA
raw,Cebus albifrons,Cebus albifrons,NA,Insular cortex (grey),Total_insula_volume_L,Insula_left_Vol.mm3,1,study3,297,297,NA,same,0,0,1,NA
raw,Cercocebus agilis,Cercocebus agilis,NA,Insular cortex (grey),Total_insula_volume_L,Insula_left_Vol.mm3,1,study3,379,379,NA,same,0,0,1,NA
raw,Cercopithecus mitis,Cercopithecus mitis,NA,Insular cortex (grey),Total_insula_volume_L,Insula_left_Vol.mm3,1,study3,614,614,NA,same,0,0,1,NA
raw,Colobus angolensis,Colobus angolensis,NA,Insular cortex (grey),Total_insula_volume_L,Insula_left_Vol.mm3,1,study3,222,222,NA,same,0,0,1,NA
raw,Galagoides demidoff,Galagoides demidoff,NA,Insular cortex (grey),Total_insula_volume_L,Insula_left_Vol.mm3,1,study3,12,12,NA,same,0,0,1,NA
raw,Gorilla gorilla,Gorilla gorilla,NA,Insular cortex (grey),Total_insula_volume_L,Insula_left_Vol.mm3,1,study3,2146,2145.5,NA,rounding,2.3299161230195712e-4,-0.023299161230195712,0.999767008387698,NA
raw,Homo sapiens,Homo sapiens,NA,Insular cortex (grey),Total_insula_volume_L,Insula_left_Vol.mm3,1,study3,6165,6479,NA,DIFFERENT,0.04846426917734218,5.093268450932684,1.0509326845093268,NA
raw,Hylobates lar,Hylobates lar,NA,Insular cortex (grey),Total_insula_volume_L,Insula_left_Vol.mm3,1,study3,289,289,NA,same,0,0,1,NA
raw,Hylobates muelleri,Hylobates muelleri,NA,Insular cortex (grey),Total_insula_volume_L,Insula_left_Vol.mm3,1,study3,539,539,NA,same,0,0,1,NA
raw,Indri indri,Indri indri,NA,Insular cortex (grey),Total_insula_volume_L,Insula_left_Vol.mm3,1,study3,167,167,NA,same,0,0,1,NA
raw,Leontopithecus rosalia,Leontopithecus rosalia,NA,Insular cortex (grey),Total_insula_volume_L,Insula_left_Vol.mm3,1,study3,37,37,NA,same,0,0,1,NA
raw,Lophocebus albigena,Lophocebus albigena,NA,Insular cortex (grey),Total_insula_volume_L,Insula_left_Vol.mm3,1,study3,536,536,NA,same,0,0,1,NA
raw,Loris tardigradus,Loris tardigradus,NA,Insular cortex (grey),Total_insula_volume_L,Insula_left_Vol.mm3,1,study3,12,12,NA,same,0,0,1,NA
raw,Macaca maura,Macaca maura,NA,Insular cortex (grey),Total_insula_volume_L,Insula_left_Vol.mm3,1,study3,492,492,NA,same,0,0,1,NA
raw,Pan paniscus,Pan paniscus,NA,Insular cortex (grey),Total_insula_volume_L,Insula_left_Vol.mm3,1,study3,1690,1690.33333333333,NA,rounding,1.9719976335835632e-4,0.01972386587751919,1.0001972386587752,NA
raw,Pan troglodytes,Pan troglodytes,NA,Insular cortex (grey),Total_insula_volume_L,Insula_left_Vol.mm3,1,study3,1601,1600.66666666667,NA,rounding,2.0820320632734186e-4,-0.020820320632734184,0.9997917967936727,NA
raw,Perodicticus potto,Perodicticus potto,NA,Insular cortex (grey),Total_insula_volume_L,Insula_left_Vol.mm3,1,study3,31,31,NA,same,0,0,1,NA
raw,Piliocolobus badius,Piliocolobus badius,NA,Insular cortex (grey),Total_insula_volume_L,Insula_left_Vol.mm3,1,study3,241,241,NA,same,0,0,1,NA
raw,Pithecia pithecia,Pithecia pithecia,NA,Insular cortex (grey),Total_insula_volume_L,Insula_left_Vol.mm3,1,study3,279,279,NA,same,0,0,1,NA
raw,Pongo sp.,Pongo abelii,merge 'Pongo sp.' is a sensu lato mean (Bornean + Sumatran + hybrid); Stephan row is Sumatran,Insular cortex (grey),Total_insula_volume_L,Insula_left_Vol.mm3,1,study3,1158,1331.5,NA,DIFFERENT,0.13030416823131807,14.98272884283247,1.1498272884283247,NA
raw,Pongo sp.,Pongo pygmaeus,merge 'Pongo sp.' is a sensu lato mean (Bornean + Sumatran + hybrid); Stephan row is Bornean,Insular cortex (grey),Total_insula_volume_L,Insula_left_Vol.mm3,1,study3,1505,1331.5,NA,DIFFERENT,0.11528239202657807,-11.528239202657808,0.8847176079734219,NA
raw,Saguinus geoffroyi,Saguinus geoffroyi,NA,Insular cortex (grey),Total_insula_volume_L,Insula_left_Vol.mm3,1,study3,23,23,NA,same,0,0,1,NA
raw,Saguinus oedipus,Saguinus oedipus,NA,Insular cortex (grey),Total_insula_volume_L,Insula_left_Vol.mm3,1,study3,26,26,NA,same,0,0,1,NA
raw,Symphalangus syndactylus,Symphalangus syndactylus,NA,Insular cortex (grey),Total_insula_volume_L,Insula_left_Vol.mm3,1,study3,416,416,NA,same,0,0,1,NA
raw,Trachypithecus francoisi,Trachypithecus francoisi,NA,Insular cortex (grey),Total_insula_volume_L,Insula_left_Vol.mm3,1,study3,625,625,NA,same,0,0,1,NA
raw,Varecia variegata,Varecia variegata,NA,Insular cortex (grey),Total_insula_volume_L,Insula_left_Vol.mm3,1,study3,100,100,NA,same,0,0,1,NA
raw,Ateles geoffroyi,Ateles geoffroyi,NA,Nucleus subthalamicus Luysi,Nucleus_subthalamicus,Nucleus_subthalamicus_Vol.mm3,1,study3,52.8,52.8,NA,same,0,0,1,NA
raw,Avahi laniger,Avahi laniger,NA,Nucleus subthalamicus Luysi,Nucleus_subthalamicus,Nucleus_subthalamicus_Vol.mm3,1,study3,5.94,NA,NA,Stephan_only,NA,NA,NA,NA
raw,Avahi occidentalis,Avahi occidentalis,NA,Nucleus subthalamicus Luysi,Nucleus_subthalamicus,Nucleus_subthalamicus_Vol.mm3,1,study3,NA,5.94,NA,volumes_wide_only,NA,NA,NA,NA
raw,Cebuella pygmaea,Cebuella pygmaea,NA,Nucleus subthalamicus Luysi,Nucleus_subthalamicus,Nucleus_subthalamicus_Vol.mm3,1,study3,1.95,NA,NA,Stephan_only,NA,NA,NA,NA
raw,Cebus albifrons,Cebus albifrons,NA,Nucleus subthalamicus Luysi,Nucleus_subthalamicus,Nucleus_subthalamicus_Vol.mm3,1,study3,41.7,41.7,NA,same,0,0,1,NA
raw,Cercopithecus ascanius,Cercopithecus ascanius,NA,Nucleus subthalamicus Luysi,Nucleus_subthalamicus,Nucleus_subthalamicus_Vol.mm3,1,study3,25.7,25.7,NA,same,0,0,1,NA
raw,Cheirogaleus major,Cheirogaleus major,NA,Nucleus subthalamicus Luysi,Nucleus_subthalamicus,Nucleus_subthalamicus_Vol.mm3,1,study3,2.27,2.27,NA,same,0,0,1,NA
raw,Eulemur fulvus,Eulemur fulvus,NA,Nucleus subthalamicus Luysi,Nucleus_subthalamicus,Nucleus_subthalamicus_Vol.mm3,1,study3,13.9,13.9,NA,same,0,0,1,NA
raw,Galagoides demidoff,Galagoides demidoff,NA,Nucleus subthalamicus Luysi,Nucleus_subthalamicus,Nucleus_subthalamicus_Vol.mm3,1,study3,1.4,1.4,NA,same,0,0,1,NA
raw,Gorilla gorilla,Gorilla gorilla,NA,Nucleus subthalamicus Luysi,Nucleus_subthalamicus,Nucleus_subthalamicus_Vol.mm3,1,study3,178,178,NA,same,0,0,1,NA
raw,Homo sapiens,Homo sapiens,NA,Nucleus subthalamicus Luysi,Nucleus_subthalamicus,Nucleus_subthalamicus_Vol.mm3,1,study3,469,469,NA,same,0,0,1,NA
raw,Hylobates lar,Hylobates lar,NA,Nucleus subthalamicus Luysi,Nucleus_subthalamicus,Nucleus_subthalamicus_Vol.mm3,1,study3,61.6,61.6,NA,same,0,0,1,NA
raw,Lagothrix lagotricha,Lagothrix lagotricha,NA,Nucleus subthalamicus Luysi,Nucleus_subthalamicus,Nucleus_subthalamicus_Vol.mm3,1,study3,63.8,63.8,NA,same,0,0,1,NA
raw,Lepilemur ruficaudatus,Lepilemur ruficaudatus,NA,Nucleus subthalamicus Luysi,Nucleus_subthalamicus,Nucleus_subthalamicus_Vol.mm3,1,study3,2.91,2.91,NA,same,0,0,1,NA
raw,Lophocebus albigena,Lophocebus albigena,NA,Nucleus subthalamicus Luysi,Nucleus_subthalamicus,Nucleus_subthalamicus_Vol.mm3,1,study3,52.4,52.4,NA,same,0,0,1,NA
raw,Loris tardigradus,Loris tardigradus,NA,Nucleus subthalamicus Luysi,Nucleus_subthalamicus,Nucleus_subthalamicus_Vol.mm3,1,study3,3.79,3.79,NA,same,0,0,1,NA
raw,Microcebus murinus,Microcebus murinus,NA,Nucleus subthalamicus Luysi,Nucleus_subthalamicus,Nucleus_subthalamicus_Vol.mm3,1,study3,0.65,0.65,NA,same,0,0,1,NA
raw,Nasalis larvatus,Nasalis larvatus,NA,Nucleus subthalamicus Luysi,Nucleus_subthalamicus,Nucleus_subthalamicus_Vol.mm3,1,study3,37.2,37.2,NA,same,0,0,1,NA
raw,Otolemur crassicaudatus,Otolemur crassicaudatus,NA,Nucleus subthalamicus Luysi,Nucleus_subthalamicus,Nucleus_subthalamicus_Vol.mm3,1,study3,4.1,4.1,NA,same,0,0,1,NA
raw,Pan troglodytes,Pan troglodytes,NA,Nucleus subthalamicus Luysi,Nucleus_subthalamicus,Nucleus_subthalamicus_Vol.mm3,1,study3,127,127,NA,same,0,0,1,NA
raw,Papio anubis,Papio anubis,NA,Nucleus subthalamicus Luysi,Nucleus_subthalamicus,Nucleus_subthalamicus_Vol.mm3,1,study3,94.7,94.7,NA,same,0,0,1,NA
raw,Perodicticus potto,Perodicticus potto,NA,Nucleus subthalamicus Luysi,Nucleus_subthalamicus,Nucleus_subthalamicus_Vol.mm3,1,study3,8.19,8.19,NA,same,0,0,1,NA
raw,Piliocolobus badius,Piliocolobus badius,NA,Nucleus subthalamicus Luysi,Nucleus_subthalamicus,Nucleus_subthalamicus_Vol.mm3,1,study3,31.9,31.9,NA,same,0,0,1,NA
raw,Propithecus verreauxi,Propithecus verreauxi,NA,Nucleus subthalamicus Luysi,Nucleus_subthalamicus,Nucleus_subthalamicus_Vol.mm3,1,study3,20,20,NA,same,0,0,1,NA
raw,Saguinus oedipus,Saguinus oedipus,NA,Nucleus subthalamicus Luysi,Nucleus_subthalamicus,Nucleus_subthalamicus_Vol.mm3,1,study3,4.45,4.45,NA,same,0,0,1,NA
raw,Saimiri sciureus,Saimiri sciureus,NA,Nucleus subthalamicus Luysi,Nucleus_subthalamicus,Nucleus_subthalamicus_Vol.mm3,1,study3,11.5,11.5,NA,same,0,0,1,NA
raw,Tarsius syrichta,Tarsius syrichta,NA,Nucleus subthalamicus Luysi,Nucleus_subthalamicus,Nucleus_subthalamicus_Vol.mm3,1,study3,1.09,1.09,NA,same,0,0,1,NA
raw,Ateles geoffroyi,Ateles geoffroyi,NA,Capsula interna,Capsula_interna,Capsula_interna_Vol.mm3,1,study3,570,570,NA,same,0,0,1,NA
raw,Avahi laniger,Avahi laniger,NA,Capsula interna,Capsula_interna,Capsula_interna_Vol.mm3,1,study3,105,NA,NA,Stephan_only,NA,NA,NA,NA
raw,Avahi occidentalis,Avahi occidentalis,NA,Capsula interna,Capsula_interna,Capsula_interna_Vol.mm3,1,study3,NA,105,NA,volumes_wide_only,NA,NA,NA,NA
raw,Cebuella pygmaea,Cebuella pygmaea,NA,Capsula interna,Capsula_interna,Capsula_interna_Vol.mm3,1,study3,21.8,NA,NA,Stephan_only,NA,NA,NA,NA
raw,Cebus albifrons,Cebus albifrons,NA,Capsula interna,Capsula_interna,Capsula_interna_Vol.mm3,1,study3,549,549,NA,same,0,0,1,NA
raw,Cercopithecus ascanius,Cercopithecus ascanius,NA,Capsula interna,Capsula_interna,Capsula_interna_Vol.mm3,1,study3,421,421,NA,same,0,0,1,NA
raw,Cheirogaleus major,Cheirogaleus major,NA,Capsula interna,Capsula_interna,Capsula_interna_Vol.mm3,1,study3,48.6,48.6,NA,same,0,0,1,NA
raw,Eulemur fulvus,Eulemur fulvus,NA,Capsula interna,Capsula_interna,Capsula_interna_Vol.mm3,1,study3,248,248,NA,same,0,0,1,NA
raw,Galagoides demidoff,Galagoides demidoff,NA,Capsula interna,Capsula_interna,Capsula_interna_Vol.mm3,1,study3,18.4,18.4,NA,same,0,0,1,NA
raw,Gorilla gorilla,Gorilla gorilla,NA,Capsula interna,Capsula_interna,Capsula_interna_Vol.mm3,1,study3,2471,2471,NA,same,0,0,1,NA
raw,Homo sapiens,Homo sapiens,NA,Capsula interna,Capsula_interna,Capsula_interna_Vol.mm3,1,study3,7008,7008,NA,same,0,0,1,NA
raw,Hylobates lar,Hylobates lar,NA,Capsula interna,Capsula_interna,Capsula_interna_Vol.mm3,1,study3,693,693,NA,same,0,0,1,NA
raw,Lagothrix lagotricha,Lagothrix lagotricha,NA,Capsula interna,Capsula_interna,Capsula_interna_Vol.mm3,1,study3,612,612,NA,same,0,0,1,NA
raw,Lepilemur ruficaudatus,Lepilemur ruficaudatus,NA,Capsula interna,Capsula_interna,Capsula_interna_Vol.mm3,1,study3,63,63,NA,same,0,0,1,NA
raw,Lophocebus albigena,Lophocebus albigena,NA,Capsula interna,Capsula_interna,Capsula_interna_Vol.mm3,1,study3,708,708,NA,same,0,0,1,NA
raw,Loris tardigradus,Loris tardigradus,NA,Capsula interna,Capsula_interna,Capsula_interna_Vol.mm3,1,study3,46.3,46.3,NA,same,0,0,1,NA
raw,Microcebus murinus,Microcebus murinus,NA,Capsula interna,Capsula_interna,Capsula_interna_Vol.mm3,1,study3,9.08,9.08,NA,same,0,0,1,NA
raw,Nasalis larvatus,Nasalis larvatus,NA,Capsula interna,Capsula_interna,Capsula_interna_Vol.mm3,1,study3,564,564,NA,same,0,0,1,NA
raw,Otolemur crassicaudatus,Otolemur crassicaudatus,NA,Capsula interna,Capsula_interna,Capsula_interna_Vol.mm3,1,study3,74.6,74.6,NA,same,0,0,1,NA
raw,Pan troglodytes,Pan troglodytes,NA,Capsula interna,Capsula_interna,Capsula_interna_Vol.mm3,1,study3,2510,2510,NA,same,0,0,1,NA
raw,Papio anubis,Papio anubis,NA,Capsula interna,Capsula_interna,Capsula_interna_Vol.mm3,1,study3,1257,1257,NA,same,0,0,1,NA
raw,Perodicticus potto,Perodicticus potto,NA,Capsula interna,Capsula_interna,Capsula_interna_Vol.mm3,1,study3,107,107,NA,same,0,0,1,NA
raw,Piliocolobus badius,Piliocolobus badius,NA,Capsula interna,Capsula_interna,Capsula_interna_Vol.mm3,1,study3,460,460,NA,same,0,0,1,NA
raw,Propithecus verreauxi,Propithecus verreauxi,NA,Capsula interna,Capsula_interna,Capsula_interna_Vol.mm3,1,study3,324,324,NA,same,0,0,1,NA
raw,Saguinus oedipus,Saguinus oedipus,NA,Capsula interna,Capsula_interna,Capsula_interna_Vol.mm3,1,study3,62.7,62.7,NA,same,0,0,1,NA
raw,Saimiri sciureus,Saimiri sciureus,NA,Capsula interna,Capsula_interna,Capsula_interna_Vol.mm3,1,study3,132,132,NA,same,0,0,1,NA
raw,Tarsius syrichta,Tarsius syrichta,NA,Capsula interna,Capsula_interna,Capsula_interna_Vol.mm3,1,study3,16.7,16.7,NA,same,0,0,1,NA
raw,Alouatta seniculus,Alouatta seniculus,NA,Striatum,Striatum,Striatum_Vol.mm3,1,study3,2829,2829,NA,same,0,0,1,NA
raw,Aotus trivirgatus,Aotus trivirgatus,NA,Striatum,Striatum,Striatum_Vol.mm3,1,study3,862,862,NA,same,0,0,1,NA
raw,Ateles geoffroyi,Ateles geoffroyi,NA,Striatum,Striatum,Striatum_Vol.mm3,1,study3,4950,4950,NA,same,0,0,1,NA
raw,Avahi laniger,Avahi laniger,NA,Striatum,Striatum,Striatum_Vol.mm3,1,study3,524,524,NA,same,0,0,1,NA
raw,Avahi occidentalis,Avahi occidentalis,NA,Striatum,Striatum,Striatum_Vol.mm3,1,study3,478,478,NA,same,0,0,1,NA
raw,Callimico goeldii,Callimico goeldii,NA,Striatum,Striatum,Striatum_Vol.mm3,1,study3,493,493,NA,same,0,0,1,NA
raw,Callithrix jacchus,Callithrix jacchus,NA,Striatum,Striatum,Striatum_Vol.mm3,1,study3,372,372,NA,same,0,0,1,NA
raw,Cebuella pygmaea,Cebuella pygmaea,NA,Striatum,Striatum,Striatum_Vol.mm3,1,study3,174,NA,NA,Stephan_only,NA,NA,NA,NA
raw,Cebus albifrons,Cebus albifrons,NA,Striatum,Striatum,Striatum_Vol.mm3,1,study3,3258,3258,NA,same,0,0,1,NA
raw,Cercopithecus ascanius,Cercopithecus ascanius,NA,Striatum,Striatum,Striatum_Vol.mm3,1,study3,2827,2827,NA,same,0,0,1,NA
raw,Cercopithecus mitis,Cercopithecus mitis,NA,Striatum,Striatum,Striatum_Vol.mm3,1,study3,2733,2733,NA,same,0,0,1,NA
raw,Cheirogaleus major,Cheirogaleus major,NA,Striatum,Striatum,Striatum_Vol.mm3,1,study3,327,327,NA,same,0,0,1,NA
raw,Cheirogaleus medius,Cheirogaleus medius,NA,Striatum,Striatum,Striatum_Vol.mm3,1,study3,145,145,NA,same,0,0,1,NA
raw,Daubentonia madagascariensis,Daubentonia madagascariensis,NA,Striatum,Striatum,Striatum_Vol.mm3,1,study3,2765,2765,NA,same,0,0,1,NA
raw,Erythrocebus patas,Erythrocebus patas,NA,Striatum,Striatum,Striatum_Vol.mm3,1,study3,3624,3624,NA,same,0,0,1,NA
raw,Eulemur fulvus,Eulemur fulvus,NA,Striatum,Striatum,Striatum_Vol.mm3,1,study3,1215,1215,NA,same,0,0,1,NA
raw,Galago senegalensis,Galago senegalensis,NA,Striatum,Striatum,Striatum_Vol.mm3,1,study3,210,210,NA,same,0,0,1,NA
raw,Galagoides demidoff,Galagoides demidoff,NA,Striatum,Striatum,Striatum_Vol.mm3,1,study3,169,169,NA,same,0,0,1,NA
raw,Gorilla gorilla,Gorilla gorilla,NA,Striatum,Striatum,Striatum_Vol.mm3,1,study3,14567,14567,NA,same,0,0,1,NA
raw,Homo sapiens,Homo sapiens,NA,Striatum,Striatum,Striatum_Vol.mm3,1,study3,28689,28689,NA,same,0,0,1,NA
raw,Hylobates lar,Hylobates lar,NA,Striatum,Striatum,Striatum_Vol.mm3,1,study3,4784,4784,NA,same,0,0,1,NA
raw,Indri indri,Indri indri,NA,Striatum,Striatum,Striatum_Vol.mm3,1,study3,1855,1855,NA,same,0,0,1,NA
raw,Lagothrix lagotricha,Lagothrix lagotricha,NA,Striatum,Striatum,Striatum_Vol.mm3,1,study3,4947,4947,NA,same,0,0,1,NA
raw,Lepilemur ruficaudatus,Lepilemur ruficaudatus,NA,Striatum,Striatum,Striatum_Vol.mm3,1,study3,366,366,NA,same,0,0,1,NA
raw,Lophocebus albigena,Lophocebus albigena,NA,Striatum,Striatum,Striatum_Vol.mm3,1,study3,4146,4146,NA,same,0,0,1,NA
raw,Loris tardigradus,Loris tardigradus,NA,Striatum,Striatum,Striatum_Vol.mm3,1,study3,351,351,NA,same,0,0,1,NA
raw,Macaca mulatta,Macaca mulatta,NA,Striatum,Striatum,Striatum_Vol.mm3,1,study3,4032,4032,NA,same,0,0,1,NA
raw,Microcebus murinus,Microcebus murinus,NA,Striatum,Striatum,Striatum_Vol.mm3,1,study3,85.7,85.7,NA,same,0,0,1,NA
raw,Miopithecus talapoin,Miopithecus talapoin,NA,Striatum,Striatum,Striatum_Vol.mm3,1,study3,1908,1908,NA,same,0,0,1,NA
raw,Nasalis larvatus,Nasalis larvatus,NA,Striatum,Striatum,Striatum_Vol.mm3,1,study3,3735,3735,NA,same,0,0,1,NA
raw,Nycticebus coucang,Nycticebus coucang,NA,Striatum,Striatum,Striatum_Vol.mm3,1,study3,760,760,NA,same,0,0,1,NA
raw,Otolemur crassicaudatus,Otolemur crassicaudatus,NA,Striatum,Striatum,Striatum_Vol.mm3,1,study3,556,556,NA,same,0,0,1,NA
