Species,Stephan_column,EvoM1_variable,structure_key_rule,Stephan_value,status,resolution_method,preferred_reference,preferred_source_prior_contributions,unit_rescale_flag,merge_deviation_flag,closest_nonmatching,fallback_match_detail,fallback_candidate_sources,all_matching_sources,metadata_reference
Callithrix_jacchus,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,crosswalk_exact,566,resolved_fallback_restricted,restricted_documents_near_perfect,deSousa_etal_2010 [restricted: Visual_volumes.xlsx],0,1000,,Evo-M1 value matches Frahm_etal_1984_Table1 (not the metadata source); attributed to metadata source; see source_hunt,deSousa_etal_2010 [restricted: Visual_volumes.xlsx] = 0.566 (0.00%; scale 1000; restricted_checks/deSousa_etal_2010/comparison/Visual_volumes.xlsx R18C5; 0 prior contributions),Frahm_etal_1998_Table1; Frahm_etal_1984_Table1; deSousa_etal_2010 [restricted: Visual_volumes.xlsx]; deSousa_etal_2010 [restricted: deSousa_2010.csv]; Stephan_etal_1981 [restricted: Stephan_1981.csv],Frahm_etal_1984_Table1; Frahm_etal_1998_Table1; deSousa_etal_2010 [restricted: Visual_volumes.xlsx],de Sousa et al 2010
Callithrix_jacchus,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,crosswalk_exact,25.1,resolved_fallback_metadata,metadata_tables_near_perfect,deSousa_etal_2010_SupTable2,0,,,Evo-M1 value matches Stephan_etal_1984_Table1 (not the metadata source); attributed to metadata source; see source_hunt,deSousa_etal_2010_SupTable2 = 25 (Corpus_geniculatum_laterale_Vol.mm3; 0.40%; scale 1; 0 prior contributions),deSousa_etal_2010_SupTable2; Frahm_etal_1998_Table1; Stephan_etal_1984_Table1; Stephan_etal_1981_TableIX; deSousa_etal_2010 [restricted: Visual_volumes.xlsx]; deSousa_etal_2010 [restricted: deSousa_2010.csv],Stephan_etal_1984_Table1; deSousa_etal_2010_SupTable2; Frahm_etal_1998_Table1; Stephan_etal_1981_TableIX,de Sousa et al 2010; de Sousa et al 2013
Callithrix_pygmaea,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,crosswalk_exact,363,resolved_fallback_restricted,restricted_documents_near_perfect,deSousa_etal_2010 [restricted: Visual_volumes.xlsx],0,1000,,Evo-M1 value matches Frahm_etal_1984_Table1 (not the metadata source); attributed to metadata source; see source_hunt,deSousa_etal_2010 [restricted: Visual_volumes.xlsx] = 0.363 (0.00%; scale 1000; restricted_checks/deSousa_etal_2010/comparison/Visual_volumes.xlsx R19C5; 0 prior contributions),Frahm_etal_1998_Table1; Frahm_etal_1984_Table1; deSousa_etal_2010 [restricted: Visual_volumes.xlsx]; deSousa_etal_2010 [restricted: deSousa_2010.csv]; Stephan_etal_1981 [restricted: Stephan_1981.csv],Frahm_etal_1984_Table1; Frahm_etal_1998_Table1; deSousa_etal_2010 [restricted: Visual_volumes.xlsx],de Sousa et al 2010
Callithrix_pygmaea,Agranular_volume_L,Agranular_insular_cortex_left_Vol.mm3,crosswalk_exact,1,resolved_fallback_restricted,restricted_documents_near_perfect,Bauernfeind_etal_2013 [restricted: Bauernfeind_2013.csv],181,,,NA,Bauernfeind_etal_2013 [restricted: Bauernfeind_2013.csv] = 1 (0.00%; scale 1; restricted_checks/Bauernfeind_etal_2013/comparison/Bauernfeind_2013.csv R15C9; 181 prior contributions),Bauernfeind_etal_2013 [restricted: Bauernfeind_2013.csv],Bauernfeind_etal_2013 [restricted: Bauernfeind_2013.csv],Bauernfeind et al 2013
Callithrix_pygmaea,Body_mass,Body_Mass.g,crosswalk_exact,110,resolved_fallback_restricted,restricted_documents_near_perfect,Bauernfeind_etal_2013 [restricted: Bauernfeind_2013.csv],181,,,Matano_etal_1985_a_Table1 = 120 (8.3%),Bauernfeind_etal_2013 [restricted: Bauernfeind_2013.csv] = 110 (0.00%; scale 1; restricted_checks/Bauernfeind_etal_2013/comparison/Bauernfeind_2013.csv R15C6; 181 prior contributions),Bauernfeind_etal_2013 [restricted: Bauernfeind_2013.csv],Bauernfeind_etal_2013 [restricted: Bauernfeind_2013.csv],Bauernfeind et al 2013
Callithrix_pygmaea,Brain_mass,Brain_Mass.mg,crosswalk_exact,4200,resolved_fallback_restricted,restricted_documents_near_perfect,Bauernfeind_etal_2013 [restricted: Bauernfeind_2013.csv],181,,,Stephan_etal_1988_TABLE1 = 4150 (1.2%),Bauernfeind_etal_2013 [restricted: Bauernfeind_2013.csv] = 4200 (0.00%; scale 1; restricted_checks/Bauernfeind_etal_2013/comparison/Bauernfeind_2013.csv R15C7; 181 prior contributions),Frahm_etal_1998_Table1; Bauernfeind_etal_2013 [restricted: Bauernfeind_2013.csv]; Bauernfeind_etal_2013 [restricted: insulaAmy.xls],Frahm_etal_1998_Table1; Bauernfeind_etal_2013 [restricted: Bauernfeind_2013.csv],Bauernfeind et al 2013
Callithrix_pygmaea,Dysgranular_volume_L,Dysgranular_insular_cortex_left_Vol.mm3,crosswalk_exact,7,resolved_fallback_restricted,restricted_documents_near_perfect,Bauernfeind_etal_2013 [restricted: Bauernfeind_2013.csv],181,,,NA,Bauernfeind_etal_2013 [restricted: Bauernfeind_2013.csv] = 7 (0.00%; scale 1; restricted_checks/Bauernfeind_etal_2013/comparison/Bauernfeind_2013.csv R15C10; 181 prior contributions),Bauernfeind_etal_2013 [restricted: Bauernfeind_2013.csv],Bauernfeind_etal_2013 [restricted: Bauernfeind_2013.csv],Bauernfeind et al 2013
Callithrix_pygmaea,Granular_volume_L,Granular_insular_cortex_left_Vol.mm3,crosswalk_exact,3,resolved_fallback_restricted,restricted_documents_near_perfect,Bauernfeind_etal_2013 [restricted: Bauernfeind_2013.csv],181,,,NA,Bauernfeind_etal_2013 [restricted: Bauernfeind_2013.csv] = 3 (0.00%; scale 1; restricted_checks/Bauernfeind_etal_2013/comparison/Bauernfeind_2013.csv R15C12; 181 prior contributions),Bauernfeind_etal_2013 [restricted: Bauernfeind_2013.csv],Bauernfeind_etal_2013 [restricted: Bauernfeind_2013.csv],Bauernfeind et al 2013
Callithrix_pygmaea,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,crosswalk_exact,16.9,resolved_fallback_restricted,restricted_documents_near_perfect,deSousa_etal_2010 [restricted: Visual_volumes.xlsx],0,,,NA,deSousa_etal_2010 [restricted: Visual_volumes.xlsx] = 16.9 (0.00%; scale 1; restricted_checks/deSousa_etal_2010/comparison/Visual_volumes.xlsx R19C10; 0 prior contributions),Frahm_etal_1998_Table1; deSousa_etal_2010 [restricted: Visual_volumes.xlsx]; deSousa_etal_2010 [restricted: deSousa_2010.csv],Frahm_etal_1998_Table1; deSousa_etal_2010 [restricted: Visual_volumes.xlsx],de Sousa et al 2010; de Sousa et al 2013
Callithrix_pygmaea,Total_insula_volume_L,Insula_left_Vol.mm3,crosswalk_exact,11,resolved_fallback_restricted,restricted_documents_near_perfect,Bauernfeind_etal_2013 [restricted: Bauernfeind_2013.csv],181,,,NA,Bauernfeind_etal_2013 [restricted: Bauernfeind_2013.csv] = 11 (0.00%; scale 1; restricted_checks/Bauernfeind_etal_2013/comparison/Bauernfeind_2013.csv R15C13; 181 prior contributions),Bauernfeind_etal_2013 [restricted: Bauernfeind_2013.csv]; Matano_etal_1985_a [restricted: Matano_1985a.csv],Bauernfeind_etal_2013 [restricted: Bauernfeind_2013.csv],Bauernfeind et al 2013
Cebus_albifrons,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,crosswalk_exact,3764,resolved_fallback_metadata,metadata_tables_near_perfect,deSousa_etal_2010_SupTable2,0,,,Evo-M1 value matches Frahm_etal_1984_Table1 (not the metadata source); attributed to metadata source; see source_hunt,deSousa_etal_2010_SupTable2 = 3800 (Area_striata_grey_matter_Vol.mm3; 0.95%; scale 1; 0 prior contributions),deSousa_etal_2010_SupTable2; Smaers_etal_2017_TableS1part1; Frahm_etal_1998_Table1; Frahm_etal_1984_Table1; deSousa_etal_2010 [restricted: Visual_volumes.xlsx]; deSousa_etal_2010 [restricted: deSousa_2010.csv]; Stephan_etal_1981 [restricted: Stephan_1981.csv],Frahm_etal_1984_Table1; deSousa_etal_2010_SupTable2; Smaers_etal_2017_TableS1part1; Frahm_etal_1998_Table1,de Sousa et al 2010
Cebus_albifrons,Brain_mass,Brain_Mass.mg,crosswalk_exact,79800,resolved_unique,direct_same_structure_unique,Bauernfeind_etal_2013_Table1,181,1000,,NA,,,Bauernfeind_etal_2013_Table1,Bauernfeind et al 2013
Cebus_albifrons,Corpus.subcommissurale,Corpus_subcommissurale_Vol.mm3,crosswalk_exact,0.43,likely_fallback_metadata,metadata_tables_close_same_structure,Stephan_etal_1981_TableXVI,103,,,Stephan_etal_1981_TableXVI = 0.425 (1.2%),Stephan_etal_1981_TableXVI = 0.425 (Corpus_subcommissurale_Vol.mm3; 1.16%; scale 1; 103 prior contributions),Stephan_etal_1981_TableXVI; Stephan_etal_1981 [restricted: Stephan_1981.csv],Stephan_etal_1981_TableXVI,Stephan et al 1981
Cebus_albifrons,Frontal.motor,FrontalMotor_white_matter_Vol.mm3,crosswalk_exact,1.43,resolved_fallback_metadata,metadata_tables_near_perfect,Smaers_etal_2017_TableS1part1,0,,,NA,Smaers_etal_2017_TableS1part1 = 1425 (FrontalMotor_white_matter_Vol.mm3; 0.35%; scale 0.001; 0 prior contributions),Smaers_etal_2017_TableS1part1,Smaers_etal_2017_TableS1part1,Smaers et al 2017
Cebus_albifrons,Frontal.motor.Gray,FrontalMotor_grey_matter_Vol.mm3,crosswalk_exact,1.98,resolved_fallback_metadata,metadata_tables_near_perfect,Smaers_etal_2017_TableS1part1,0,,,NA,Smaers_etal_2017_TableS1part1 = 1977 (FrontalMotor_grey_matter_Vol.mm3; 0.15%; scale 0.001; 0 prior contributions),Smaers_etal_2017_TableS1part1; Smaers_etal_2017 [restricted: Smaers.csv],Smaers_etal_2017_TableS1part1,Smaers et al 2017
Cebus_albifrons,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,crosswalk_exact,137,resolved_fallback_metadata,metadata_tables_near_perfect,deSousa_etal_2010_SupTable2,0,,,Evo-M1 value matches Stephan_etal_1981_TableIX; Stephan_etal_1984_Table1 (not the metadata source); attributed to metadata source; see source_hunt,deSousa_etal_2010_SupTable2 = 137 (Corpus_geniculatum_laterale_Vol.mm3; 0.00%; scale 1; 0 prior contributions),deSousa_etal_2010_SupTable2; Frahm_etal_1998_Table1; Stephan_etal_1984_Table1; Stephan_etal_1981_TableIX; deSousa_etal_2010 [restricted: Visual_volumes.xlsx]; deSousa_etal_2010 [restricted: deSousa_2010.csv]; Stephan_etal_1981 [restricted: Stephan_1981.csv],Stephan_etal_1981_TableIX; Stephan_etal_1984_Table1; deSousa_etal_2010_SupTable2; Frahm_etal_1998_Table1,de Sousa et al 2010; de Sousa et al 2013
Cebus_albifrons,Other.cortical.association.areas.Gray,AssociationCortex_grey_matter_Vol.mm3,crosswalk_exact,21.02,resolved_fallback_metadata,metadata_tables_near_perfect,Smaers_etal_2017_TableS1part1,0,,,NA,Smaers_etal_2017_TableS1part1 = 21024 (AssociationCortex_grey_matter_Vol.mm3; 0.02%; scale 0.001; 0 prior contributions),Smaers_etal_2017_TableS1part1; Smaers_etal_2017 [restricted: Smaers.csv],Smaers_etal_2017_TableS1part1,Smaers et al 2017
Cebus_albifrons,Other.cortical.association.areas.White,AssociationCortex_white_matter_Vol.mm3,crosswalk_exact,12.05,resolved_fallback_metadata,metadata_tables_near_perfect,Smaers_etal_2017_TableS1part1,0,,,NA,Smaers_etal_2017_TableS1part1 = 12053 (AssociationCortex_white_matter_Vol.mm3; 0.02%; scale 0.001; 0 prior contributions),Smaers_etal_2017_TableS1part1; Smaers_etal_2017 [restricted: Smaers.csv],Smaers_etal_2017_TableS1part1,Smaers et al 2017
Cebus_albifrons,Prefrontal.Gray,PrefrontalCortex_grey_matter_Vol.mm3,crosswalk_exact,1.43,resolved_fallback_metadata,metadata_tables_near_perfect,Smaers_etal_2017_TableS1part1,0,,,NA,Smaers_etal_2017_TableS1part1 = 1434 (PrefrontalCortex_grey_matter_Vol.mm3; 0.28%; scale 0.001; 0 prior contributions),Smaers_etal_2017_TableS1part1; Smaers_etal_2011_SupplementaryTable2; Smaers_etal_2017 [restricted: Smaers.csv],Smaers_etal_2017_TableS1part1; Smaers_etal_2011_SupplementaryTable2,Smaers et al 2017
Cebus_albifrons,Prefrontal.White,PrefrontalCortex_white_matter_Vol.mm3,crosswalk_exact,0.26,resolved_fallback_metadata,metadata_tables_near_perfect,Smaers_etal_2017_TableS1part1,0,,,NA,Smaers_etal_2017_TableS1part1 = 257 (PrefrontalCortex_white_matter_Vol.mm3; 1.15%; scale 0.001; 0 prior contributions),Smaers_etal_2017_TableS1part1; Smaers_etal_2011_SupplementaryTable2; Smaers_etal_2017 [restricted: Smaers.csv],Smaers_etal_2017_TableS1part1; Smaers_etal_2011_SupplementaryTable2,Smaers et al 2017
Cebus_albifrons,Primary.visual.White.Smaers,Area_striata_white_matter_Vol.mm3,crosswalk_exact,0.94,resolved_fallback_metadata,metadata_tables_near_perfect,Smaers_etal_2017_TableS1part1,0,,,Evo-M1 value matches Frahm_etal_1984_Table1 (not the metadata source); attributed to metadata source; see source_hunt,Smaers_etal_2017_TableS1part1 = 939 (Area_striata_white_matter_Vol.mm3; 0.11%; scale 0.001; 0 prior contributions),Smaers_etal_2017_TableS1part1; Frahm_etal_1984_Table1; Smaers_etal_2017 [restricted: Smaers.csv],Frahm_etal_1984_Table1; Smaers_etal_2017_TableS1part1,Smaers et al 2017
Cercocebus_agilis,Brain_mass,Brain_Mass.mg,crosswalk_exact,95300,resolved_unique,direct_same_structure_unique,Bauernfeind_etal_2013_Table1,181,1000,,NA,,,Bauernfeind_etal_2013_Table1,Bauernfeind et al 2013
Cercocebus_agilis,Brain_weight,Brain_Mass.mg,crosswalk_exact,95300,resolved_unique,direct_same_structure_unique,Bauernfeind_etal_2013_Table1,181,1000,,NA,,,Bauernfeind_etal_2013_Table1,Stephan et al 1981; Zilles and Rehkamper 1988; Bauernfeind et al 2013
Cercopithecus_ascanius,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,crosswalk_exact,4272,resolved_fallback_metadata,metadata_tables_near_perfect,deSousa_etal_2010_SupTable2,0,,,Evo-M1 value matches Frahm_etal_1984_Table1 (not the metadata source); attributed to metadata source; see source_hunt,deSousa_etal_2010_SupTable2 = 4300 (Area_striata_grey_matter_Vol.mm3; 0.65%; scale 1; 0 prior contributions),deSousa_etal_2010_SupTable2; Smaers_etal_2017_TableS1part1; Frahm_etal_1998_Table1; Frahm_etal_1984_Table1; deSousa_etal_2010 [restricted: Visual_volumes.xlsx]; deSousa_etal_2010 [restricted: deSousa_2010.csv]; Stephan_etal_1981 [restricted: Stephan_1981.csv],Frahm_etal_1984_Table1; deSousa_etal_2010_SupTable2; Smaers_etal_2017_TableS1part1; Frahm_etal_1998_Table1,de Sousa et al 2010
Cercopithecus_ascanius,Frontal.motor,FrontalMotor_white_matter_Vol.mm3,crosswalk_exact,0.93,resolved_fallback_metadata,metadata_tables_near_perfect,Smaers_etal_2017_TableS1part1,0,,,NA,Smaers_etal_2017_TableS1part1 = 930 (FrontalMotor_white_matter_Vol.mm3; 0.00%; scale 0.001; 0 prior contributions),Smaers_etal_2017_TableS1part1,Smaers_etal_2017_TableS1part1,Smaers et al 2017
Cercopithecus_ascanius,Frontal.motor.Gray,FrontalMotor_grey_matter_Vol.mm3,crosswalk_exact,1.35,resolved_fallback_metadata,metadata_tables_near_perfect,Smaers_etal_2017_TableS1part1,0,,,NA,Smaers_etal_2017_TableS1part1 = 1351 (FrontalMotor_grey_matter_Vol.mm3; 0.07%; scale 0.001; 0 prior contributions),Smaers_etal_2017_TableS1part1; Smaers_etal_2017 [restricted: Smaers.csv],Smaers_etal_2017_TableS1part1,Smaers et al 2017
Cercopithecus_ascanius,Other.cortical.association.areas.Gray,AssociationCortex_grey_matter_Vol.mm3,crosswalk_exact,16.06,resolved_fallback_metadata,metadata_tables_near_perfect,Smaers_etal_2017_TableS1part1,0,,,NA,Smaers_etal_2017_TableS1part1 = 16060 (AssociationCortex_grey_matter_Vol.mm3; 0.00%; scale 0.001; 0 prior contributions),Smaers_etal_2017_TableS1part1; Smaers_etal_2017 [restricted: Smaers.csv],Smaers_etal_2017_TableS1part1,Smaers et al 2017
Cercopithecus_ascanius,Other.cortical.association.areas.White,AssociationCortex_white_matter_Vol.mm3,crosswalk_exact,8.3,resolved_fallback_metadata,metadata_tables_near_perfect,Smaers_etal_2017_TableS1part1,0,,,NA,Smaers_etal_2017_TableS1part1 = 8297 (AssociationCortex_white_matter_Vol.mm3; 0.04%; scale 0.001; 0 prior contributions),Smaers_etal_2017_TableS1part1; Smaers_etal_2017 [restricted: Smaers.csv],Smaers_etal_2017_TableS1part1,Smaers et al 2017
Cercopithecus_ascanius,Prefrontal.Gray,PrefrontalCortex_grey_matter_Vol.mm3,crosswalk_exact,1.15,resolved_fallback_metadata,metadata_tables_near_perfect,Smaers_etal_2017_TableS1part1,0,,,NA,Smaers_etal_2017_TableS1part1 = 1154 (PrefrontalCortex_grey_matter_Vol.mm3; 0.35%; scale 0.001; 0 prior contributions),Smaers_etal_2017_TableS1part1; Smaers_etal_2011_SupplementaryTable2; Smaers_etal_2017 [restricted: Smaers.csv],Smaers_etal_2017_TableS1part1; Smaers_etal_2011_SupplementaryTable2,Smaers et al 2017
Cercopithecus_ascanius,Prefrontal.White,PrefrontalCortex_white_matter_Vol.mm3,crosswalk_exact,0.16,resolved_fallback_metadata,metadata_tables_near_perfect,Smaers_etal_2017_TableS1part1,0,,,NA,Smaers_etal_2017_TableS1part1 = 159 (PrefrontalCortex_white_matter_Vol.mm3; 0.63%; scale 0.001; 0 prior contributions),Smaers_etal_2017_TableS1part1; Smaers_etal_2011_SupplementaryTable2; Smaers_etal_2017 [restricted: Smaers.csv],Smaers_etal_2017_TableS1part1; Smaers_etal_2011_SupplementaryTable2,Smaers et al 2017
Cercopithecus_ascanius,Primary.visual.White.Smaers,Area_striata_white_matter_Vol.mm3,crosswalk_exact,0.83,resolved_fallback_metadata,metadata_tables_near_perfect,Smaers_etal_2017_TableS1part1,0,,,Evo-M1 value matches Frahm_etal_1984_Table1 (not the metadata source); attributed to metadata source; see source_hunt,Smaers_etal_2017_TableS1part1 = 834 (Area_striata_white_matter_Vol.mm3; 0.48%; scale 0.001; 0 prior contributions),Smaers_etal_2017_TableS1part1; Frahm_etal_1984_Table1; Smaers_etal_2017 [restricted: Smaers.csv],Frahm_etal_1984_Table1; Smaers_etal_2017_TableS1part1,Smaers et al 2017
Cercopithecus_mitis,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,crosswalk_exact,4232,resolved_fallback_metadata,metadata_tables_near_perfect,deSousa_etal_2010_SupTable2,0,,,Evo-M1 value matches Frahm_etal_1984_Table1 (not the metadata source); attributed to metadata source; see source_hunt,deSousa_etal_2010_SupTable2 = 4200 (Area_striata_grey_matter_Vol.mm3; 0.76%; scale 1; 0 prior contributions),deSousa_etal_2010_SupTable2; Smaers_etal_2017_TableS1part1; Frahm_etal_1998_Table1; Frahm_etal_1984_Table1; deSousa_etal_2010 [restricted: deSousa_2010.csv]; deSousa_etal_2010 [restricted: Visual_volumes.xlsx]; Stephan_etal_1981 [restricted: Stephan_1981.csv],Frahm_etal_1984_Table1; deSousa_etal_2010_SupTable2; Smaers_etal_2017_TableS1part1; Frahm_etal_1998_Table1,de Sousa et al 2010
Cercopithecus_mitis,Brain_mass,Brain_Mass.mg,crosswalk_exact,71600,resolved_unique,direct_same_structure_unique,Bauernfeind_etal_2013_Table1,181,1000,,NA,,,Bauernfeind_etal_2013_Table1,Bauernfeind et al 2013
Cercopithecus_mitis,Frontal.motor,FrontalMotor_white_matter_Vol.mm3,crosswalk_exact,0.95,resolved_fallback_metadata,metadata_tables_near_perfect,Smaers_etal_2017_TableS1part1,0,,,NA,Smaers_etal_2017_TableS1part1 = 946 (FrontalMotor_white_matter_Vol.mm3; 0.42%; scale 0.001; 0 prior contributions),Smaers_etal_2017_TableS1part1,Smaers_etal_2017_TableS1part1,Smaers et al 2017
Cercopithecus_mitis,Frontal.motor.Gray,FrontalMotor_grey_matter_Vol.mm3,crosswalk_exact,1.85,resolved_fallback_metadata,metadata_tables_near_perfect,Smaers_etal_2017_TableS1part1,0,,,NA,Smaers_etal_2017_TableS1part1 = 1852 (FrontalMotor_grey_matter_Vol.mm3; 0.11%; scale 0.001; 0 prior contributions),Smaers_etal_2017_TableS1part1; Smaers_etal_2017 [restricted: Smaers.csv],Smaers_etal_2017_TableS1part1,Smaers et al 2017
Cercopithecus_mitis,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,crosswalk_exact,150,resolved_fallback_metadata,metadata_tables_near_perfect,deSousa_etal_2010_SupTable2,0,,,Evo-M1 value matches Stephan_etal_1981_TableIX; Stephan_etal_1984_Table1 (not the metadata source); attributed to metadata source; see source_hunt,deSousa_etal_2010_SupTable2 = 150 (Corpus_geniculatum_laterale_Vol.mm3; 0.00%; scale 1; 0 prior contributions),deSousa_etal_2010_SupTable2; Frahm_etal_1998_Table1; Stephan_etal_1984_Table1; Stephan_etal_1981_TableIX; deSousa_etal_2013 [restricted: compare_LGN_vs_Stephan.csv]; deSousa_etal_2013 [restricted: deSousa_2013.csv]; deSousa_etal_2010 [restricted: deSousa_2010.csv]; deSousa_etal_2010 [restricted: Visual_volumes.xlsx]; Stephan_etal_1981 [restricted: Stephan_1981.csv],Stephan_etal_1981_TableIX; Stephan_etal_1984_Table1; deSousa_etal_2010_SupTable2; Frahm_etal_1998_Table1,de Sousa et al 2010; de Sousa et al 2013
Cercopithecus_mitis,Other.cortical.association.areas.Gray,AssociationCortex_grey_matter_Vol.mm3,crosswalk_exact,19.39,resolved_fallback_metadata,metadata_tables_near_perfect,Smaers_etal_2017_TableS1part1,0,,,NA,Smaers_etal_2017_TableS1part1 = 19385 (AssociationCortex_grey_matter_Vol.mm3; 0.03%; scale 0.001; 0 prior contributions),Smaers_etal_2017_TableS1part1; Smaers_etal_2017 [restricted: Smaers.csv],Smaers_etal_2017_TableS1part1,Smaers et al 2017
Cercopithecus_mitis,Other.cortical.association.areas.White,AssociationCortex_white_matter_Vol.mm3,crosswalk_exact,9.91,resolved_fallback_metadata,metadata_tables_near_perfect,Smaers_etal_2017_TableS1part1,0,,,NA,Smaers_etal_2017_TableS1part1 = 9911 (AssociationCortex_white_matter_Vol.mm3; 0.01%; scale 0.001; 0 prior contributions),Smaers_etal_2017_TableS1part1; Smaers_etal_2017 [restricted: Smaers.csv],Smaers_etal_2017_TableS1part1,Smaers et al 2017
Cercopithecus_mitis,Prefrontal.Gray,PrefrontalCortex_grey_matter_Vol.mm3,crosswalk_exact,1.38,resolved_fallback_metadata,metadata_tables_near_perfect,Smaers_etal_2017_TableS1part1,0,,,NA,Smaers_etal_2017_TableS1part1 = 1380 (PrefrontalCortex_grey_matter_Vol.mm3; 0.00%; scale 0.001; 0 prior contributions),Smaers_etal_2017_TableS1part1; Smaers_etal_2011_SupplementaryTable2; Smaers_etal_2017 [restricted: Smaers.csv],Smaers_etal_2017_TableS1part1; Smaers_etal_2011_SupplementaryTable2,Smaers et al 2017
Cercopithecus_mitis,Prefrontal.White,PrefrontalCortex_white_matter_Vol.mm3,crosswalk_exact,0.21,resolved_fallback_metadata,metadata_tables_near_perfect,Smaers_etal_2017_TableS1part1,0,,,NA,Smaers_etal_2017_TableS1part1 = 205 (PrefrontalCortex_white_matter_Vol.mm3; 2.38%; scale 0.001; 0 prior contributions),Smaers_etal_2017_TableS1part1; Smaers_etal_2011_SupplementaryTable2; Smaers_etal_2017 [restricted: Smaers.csv],Smaers_etal_2017_TableS1part1; Smaers_etal_2011_SupplementaryTable2,Smaers et al 2017
Cercopithecus_mitis,Primary.visual.White.Smaers,Area_striata_white_matter_Vol.mm3,crosswalk_exact,1.04,resolved_fallback_metadata,metadata_tables_near_perfect,Smaers_etal_2017_TableS1part1,0,,,Evo-M1 value matches Frahm_etal_1984_Table1 (not the metadata source); attributed to metadata source; see source_hunt,Smaers_etal_2017_TableS1part1 = 1042 (Area_striata_white_matter_Vol.mm3; 0.19%; scale 0.001; 0 prior contributions),Smaers_etal_2017_TableS1part1; Frahm_etal_1984_Table1; Smaers_etal_2017 [restricted: Smaers.csv],Frahm_etal_1984_Table1; Smaers_etal_2017_TableS1part1,Smaers et al 2017
Cheirogaleus_major,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,crosswalk_exact,433,resolved_fallback_restricted,restricted_documents_near_perfect,deSousa_etal_2010 [restricted: Visual_volumes.xlsx],0,1000,,Evo-M1 value matches Frahm_etal_1984_Table1 (not the metadata source); attributed to metadata source; see source_hunt,deSousa_etal_2010 [restricted: Visual_volumes.xlsx] = 0.433 (0.00%; scale 1000; restricted_checks/deSousa_etal_2010/comparison/Visual_volumes.xlsx R32C5; 0 prior contributions),Frahm_etal_1998_Table1; Frahm_etal_1984_Table1; deSousa_etal_2010 [restricted: Visual_volumes.xlsx]; deSousa_etal_2010 [restricted: deSousa_2010.csv]; Stephan_etal_1981 [restricted: Stephan_1981.csv],Frahm_etal_1984_Table1; Frahm_etal_1998_Table1; deSousa_etal_2010 [restricted: Visual_volumes.xlsx],de Sousa et al 2010
Cheirogaleus_major,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,crosswalk_exact,21.5,resolved_fallback_restricted,restricted_documents_near_perfect,deSousa_etal_2010 [restricted: Visual_volumes.xlsx],0,,,Evo-M1 value matches Stephan_etal_1981_TableIX; Stephan_etal_1984_Table1 (not the metadata source); attributed to metadata source; see source_hunt,deSousa_etal_2010 [restricted: Visual_volumes.xlsx] = 21.5 (0.00%; scale 1; restricted_checks/deSousa_etal_2010/comparison/Visual_volumes.xlsx R32C10; 0 prior contributions),deSousa_etal_2010_SupTable2; Frahm_etal_1998_Table1; Stephan_etal_1984_Table1; Stephan_etal_1981_TableIX; deSousa_etal_2010 [restricted: Visual_volumes.xlsx]; deSousa_etal_2010 [restricted: deSousa_2010.csv]; Stephan_etal_1981 [restricted: Stephan_1981.csv],Stephan_etal_1981_TableIX; Stephan_etal_1984_Table1; deSousa_etal_2010_SupTable2; Frahm_etal_1998_Table1; deSousa_etal_2010 [restricted: Visual_volumes.xlsx],de Sousa et al 2010; de Sousa et al 2013
Cheirogaleus_medius,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,crosswalk_exact,199,resolved_fallback_metadata,metadata_tables_near_perfect,deSousa_etal_2010_SupTable2,0,,,Evo-M1 value matches Frahm_etal_1984_Table1 (not the metadata source); attributed to metadata source; see source_hunt,deSousa_etal_2010_SupTable2 = 200 (Area_striata_grey_matter_Vol.mm3; 0.50%; scale 1; 0 prior contributions),deSousa_etal_2010_SupTable2; Frahm_etal_1984_Table1; deSousa_etal_2010 [restricted: Visual_volumes.xlsx]; deSousa_etal_2010 [restricted: deSousa_2010.csv]; Stephan_etal_1981 [restricted: Stephan_1981.csv],Frahm_etal_1984_Table1; deSousa_etal_2010_SupTable2,de Sousa et al 2010
