Species,Species_evo,Stephan_column,EvoM1_variable,structure_key_rule,Stephan_value,status,preferred_reference,preferred_citation,all_matching_sources,n_candidate_sources,metadata_reference,unit_rescale_flag,merge_deviation_flag,closest_nonmatching,resolution_method,fallback_candidate_sources,fallback_match_detail,preferred_source_prior_contributions,source_cutoff_year
Daubentonia_madagascariensis,Daubentonia madagascariensis,Brain_weight,Brain_Mass.mg,crosswalk_exact,45150,resolved_multiple,Stephan_etal_1981_TableII,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableII; Stephan_etal_1988_TABLE1,2,Stephan et al 1981; Zilles and Rehkamper 1988; Bauernfeind et al 2013,,,NA,direct_same_structure_multiple,,,162,2019
Daubentonia_madagascariensis,Daubentonia madagascariensis,Brainvol,NA,no_defensible_volume_key,43581.08,metadata_only,NA,NA,,0,de Sousa et al 2010; Stephan et al 1981,,,NA,metadata_only_no_volume_crosswalk,,,0,2019
Daubentonia_madagascariensis,Daubentonia madagascariensis,Bulbus_olfactorius,Bulbus_olfactorius_Vol.mm3,crosswalk_exact,685,resolved_unique,Stephan_etal_1981_TableV,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableV,1,Stephan et al 1981,,,NA,direct_same_structure_unique,,,144,2019
Daubentonia_madagascariensis,Daubentonia madagascariensis,Bulbus_olfactorius_accessorius,Bulbus_olfactorius_accessorius_Vol.mm3,crosswalk_exact,8.31,resolved_unique,Stephan_etal_1981_TableV,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableV,1,Stephan et al 1981,,,NA,direct_same_structure_unique,,,144,2019
Daubentonia_madagascariensis,Daubentonia madagascariensis,Cerebellar_nuclei_total,Cerebellar_nuclei_total_Vol.mm3,crosswalk_exact,126.08,resolved_unique,Matano_etal_1985_a_Table1,Matano et al. 1985 (Folia Primatol 44:182-203),Matano_etal_1985_a_Table1,1,NA,,,NA,direct_same_structure_unique,,,220,2019
Daubentonia_madagascariensis,Daubentonia madagascariensis,Cerebellum,Cerebellum_Vol.mm3,crosswalk_exact,6461,resolved_unique,Stephan_etal_1981_TableII,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableII,1,Stephan et al 1981; Zilles and Rehkamper 1988,,,NA,direct_same_structure_unique,,,162,2019
Daubentonia_madagascariensis,Daubentonia madagascariensis,Complexus_centromedialis,Complexus_centromedialis_Vol.mm3,crosswalk_exact,122,resolved_unique,Stephan_etal_1981_TableXI,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableXI,1,Stephan et al 1981,,,NA,direct_same_structure_unique,,,100,2019
Daubentonia_madagascariensis,Daubentonia madagascariensis,Complexus_cortico_basolateralis,Complexus_corticobasolateralis_Vol.mm3,crosswalk_exact,351,resolved_unique,Stephan_etal_1981_TableXI,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableXI,1,Stephan et al 1981,,,NA,direct_same_structure_unique,,,100,2019
Daubentonia_madagascariensis,Daubentonia madagascariensis,Corpus.pineale,Corpus_pineal_Vol.mm3,crosswalk_exact,3.32,resolved_unique,Stephan_etal_1981_TableXV,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableXV,1,Stephan et al 1981,,,NA,direct_same_structure_unique,,,88,2019
Daubentonia_madagascariensis,Daubentonia madagascariensis,Corpus.subcommissurale,Corpus_subcommissurale_Vol.mm3,crosswalk_exact,1.83,resolved_unique,Stephan_etal_1981_TableXV,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableXV,1,Stephan et al 1981,,,NA,direct_same_structure_unique,,,88,2019
Daubentonia_madagascariensis,Daubentonia madagascariensis,Corpus.subfornicale,Corpus_subfornicale_Vol.mm3,crosswalk_exact,0.59,resolved_unique,Stephan_etal_1981_TableXV,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableXV,1,Stephan et al 1981,,,NA,direct_same_structure_unique,,,88,2019
Daubentonia_madagascariensis,Daubentonia madagascariensis,Diencephalon,Diencephalon_Vol.mm3,crosswalk_exact,3539,resolved_unique,Stephan_etal_1981_TableII,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableII,1,Stephan et al 1981; Zilles and Rehkamper 1988,,,NA,direct_same_structure_unique,,,162,2019
Daubentonia_madagascariensis,Daubentonia madagascariensis,Hippocampus,Hippocampus_Vol.mm3,crosswalk_exact,1776,resolved_unique,Stephan_etal_1981_TableV,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableV,1,Stephan et al 1981; Zilles and Rehkamper 1988,,,NA,direct_same_structure_unique,,,144,2019
Daubentonia_madagascariensis,Daubentonia madagascariensis,Interpositus_cerebellar_nuclei,Interpositus_cerebellar_nuclei_Vol.mm3,crosswalk_exact,36.11,resolved_unique,Matano_etal_1985_a_Table1,Matano et al. 1985 (Folia Primatol 44:182-203),Matano_etal_1985_a_Table1,1,NA,,,NA,direct_same_structure_unique,,,220,2019
Daubentonia_madagascariensis,Daubentonia madagascariensis,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,crosswalk_exact,58.5,resolved_fallback_metadata,deSousa_etal_2010_SupTable2,de Sousa et al. 2010 (J Hum Evol 58:281-292),Stephan_etal_1981_TableIX; Stephan_etal_1984_Table1; deSousa_etal_2010_SupTable2,2,de Sousa et al 2010; de Sousa et al 2013,,,Evo-M1 value matches Stephan_etal_1981_TableIX; Stephan_etal_1984_Table1 (not the metadata source); attributed to metadata source; see source_hunt,metadata_tables_near_perfect,deSousa_etal_2010_SupTable2; Stephan_etal_1984_Table1; Stephan_etal_1981_TableIX; deSousa_etal_2010 [restricted: Visual_volumes.xlsx]; deSousa_etal_2010 [restricted: deSousa_2010.csv]; Stephan_etal_1981 [restricted: Stephan_1981.csv],deSousa_etal_2010_SupTable2 = 59 (Corpus_geniculatum_laterale_Vol.mm3; 0.85%; scale 1; 0 prior contributions),0,2019
Daubentonia_madagascariensis,Daubentonia madagascariensis,Lateral_cerebellar_nuclei,Lateral_cerebellar_nuclei_Vol.mm3,crosswalk_exact,61.03,resolved_unique,Matano_etal_1985_a_Table1,Matano et al. 1985 (Folia Primatol 44:182-203),Matano_etal_1985_a_Table1,1,NA,,,NA,direct_same_structure_unique,,,220,2019
Daubentonia_madagascariensis,Daubentonia madagascariensis,Lobus_piriformis,Lobus_piriformis_Vol.mm3,crosswalk_exact,1538,resolved_unique,Stephan_etal_1981_TableV,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableV,1,Stephan et al 1981; Zilles and Rehkamper 1988,,,NA,direct_same_structure_unique,,,144,2019
Daubentonia_madagascariensis,Daubentonia madagascariensis,Medial_cerebellar_nuclei,Medial_cerebellar_nuclei_Vol.mm3,crosswalk_exact,28.94,resolved_unique,Matano_etal_1985_a_Table1,Matano et al. 1985 (Folia Primatol 44:182-203),Matano_etal_1985_a_Table1,1,NA,,,NA,direct_same_structure_unique,,,220,2019
Daubentonia_madagascariensis,Daubentonia madagascariensis,Medulla_oblongata,Medulla_oblongata_Vol.mm3,crosswalk_exact,1517,resolved_unique,Stephan_etal_1981_TableII,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableII,1,Stephan et al 1981; Zilles and Rehkamper 1988,,,NA,direct_same_structure_unique,,,162,2019
Daubentonia_madagascariensis,Daubentonia madagascariensis,Meninges_hypophysis_nerves_etc,NA,no_defensible_volume_key,578,metadata_only,NA,NA,,0,Stephan et al 1981,,,NA,metadata_only_no_volume_crosswalk,,,0,2019
Daubentonia_madagascariensis,Daubentonia madagascariensis,Mesencephalon,Mesencephalon_Vol.mm3,crosswalk_exact,897,resolved_unique,Stephan_etal_1981_TableII,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableII,1,Stephan et al 1981; Zilles and Rehkamper 1988,,,NA,direct_same_structure_unique,,,162,2019
Daubentonia_madagascariensis,Daubentonia madagascariensis,NeoG_Frahm,Neocortex_grey_matter_Vol.mm3,crosswalk_exact,17074,resolved_unique,Frahm_etal_1982_Table2,"Frahm, Stephan & Stephan 1982 (J Hirnforsch 23:375-389)",Frahm_etal_1982_Table2,1,Frahm et al 1992; Zilles and Rehkamper 1988,,,NA,direct_same_structure_unique,,,46,2019
Daubentonia_madagascariensis,Daubentonia madagascariensis,NeoWG,Neocortex_Vol.mm3,crosswalk_exact,22127,resolved_multiple,Stephan_etal_1981_TableV,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Frahm_etal_1982_Table2; Stephan_etal_1981_TableV,2,Stephan et al 1981; Zilles and Rehkamper 1988,,,NA,direct_same_structure_multiple,,,144,2019
Daubentonia_madagascariensis,Daubentonia madagascariensis,NeoW_Frahm,Neocortex_white_matter_Vol.mm3,crosswalk_exact,5053,resolved_unique,Frahm_etal_1982_Table2,"Frahm, Stephan & Stephan 1982 (J Hirnforsch 23:375-389)",Frahm_etal_1982_Table2,1,Frahm et al 1992; Zilles and Rehkamper 1988,,,NA,direct_same_structure_unique,,,46,2019
Daubentonia_madagascariensis,Daubentonia madagascariensis,Nucleus.habenularis.medialis,Nucleus_habenularis_medialis_Vol.mm3,crosswalk_exact,7.75,resolved_unique,Stephan_etal_1981_TableXV,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableXV,1,Stephan et al 1981,,,NA,direct_same_structure_unique,,,88,2019
Daubentonia_madagascariensis,Daubentonia madagascariensis,Nucleus.septalis.triangularis,Nucleus_septalis_triangularis_Vol.mm3,crosswalk_exact,2.65,resolved_unique,Stephan_etal_1981_TableXV,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableXV,1,Stephan et al 1981,,,NA,direct_same_structure_unique,,,88,2019
Daubentonia_madagascariensis,Daubentonia madagascariensis,Nucleus_amygdalae_basalis_parsmagnocellularis,Nucleus_amygdalae_basalis_pars_magnocellularis_Vol.mm3,crosswalk_exact,24.9,resolved_unique,Stephan_etal_1981_TableXI,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableXI,1,Stephan et al 1981,,,NA,direct_same_structure_unique,,,100,2019
Daubentonia_madagascariensis,Daubentonia madagascariensis,Nucleus_tractus_olfactorius,Nucleus_tractus_olfactorius_Vol.mm3,crosswalk_exact,3.53,resolved_unique,Stephan_etal_1981_TableXI,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableXI,1,Stephan et al 1981,,,NA,direct_same_structure_unique,,,100,2019
Daubentonia_madagascariensis,Daubentonia madagascariensis,Palaeocortex,Palaeocortex_Vol.mm3,crosswalk_exact,1065,resolved_unique,Stephan_etal_1981_TableXI,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableXI,1,Stephan et al 1981; Zilles and Rehkamper 1988,,,NA,direct_same_structure_unique,,,100,2019
Daubentonia_madagascariensis,Daubentonia madagascariensis,Pons,Ventral_pons_Vol.mm3,Matano ventral pons,304.8,resolved_unique,Matano_etal_1985_b_Table1,Matano et al. 1985 (Folia Primatol 44:182-203),Matano_etal_1985_b_Table1,1,Matano et al 1985; Zilles and Rehkamper 1988,,,NA,direct_same_structure_unique,,,40,2019
Daubentonia_madagascariensis,Daubentonia madagascariensis,Schizocortex,Schizo_cortex_Vol.mm3,crosswalk_exact,1044,resolved_unique,Stephan_etal_1981_TableV,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableV,1,Stephan et al 1981,,,NA,direct_same_structure_unique,,,144,2019
Daubentonia_madagascariensis,Daubentonia madagascariensis,Septum,Septum_Vol.mm3,crosswalk_exact,254,resolved_unique,Stephan_etal_1981_TableV,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableV,1,Stephan et al 1981; Zilles and Rehkamper 1988,,,NA,direct_same_structure_unique,,,144,2019
Daubentonia_madagascariensis,Daubentonia madagascariensis,Striatum,Striatum_Vol.mm3,crosswalk_exact,2765,resolved_unique,Stephan_etal_1981_TableV,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableV,1,Stephan et al 1981; Zilles and Rehkamper 1988,,,NA,direct_same_structure_unique,,,144,2019
Daubentonia_madagascariensis,Daubentonia madagascariensis,Telencephalon,Telencephalon_Vol.mm3,crosswalk_exact,30196,resolved_unique,Stephan_etal_1981_TableII,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableII,1,Stephan et al 1981; Zilles and Rehkamper 1988,,,NA,direct_same_structure_unique,,,162,2019
Daubentonia_madagascariensis,Daubentonia madagascariensis,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,crosswalk_exact,42611,resolved_unique,Stephan_etal_1981_TableII,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableII,1,Stephan et al 1981,,,NA,direct_same_structure_unique,,,162,2019
Daubentonia_madagascariensis,Daubentonia madagascariensis,Ventricles,Ventricles_Vol.mm3,crosswalk_exact,392,resolved_unique,Stephan_etal_1981_TableII,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableII,1,Stephan et al 1981,,,NA,direct_same_structure_unique,,,162,2019
Erythrocebus_patas,Erythrocebus patas,Body_weight,Body_Mass.g,crosswalk_exact,7800,resolved_multiple,Stephan_etal_1981_TableIII,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Matano__1986_TableI; Matano_etal_1985_a_Table1; Matano_etal_1985_b_Table1; Stephan_etal_1981_TableIII; Stephan_etal_1988_TABLE1,5,Stephan et al 1981; Zilles and Rehkamper 1988; Bauernfeind et al 2013,,,NA,direct_same_structure_multiple,,,243,2019
Erythrocebus_patas,Erythrocebus patas,Body_weight_1985a,Body_Mass.g,crosswalk_exact,7800,resolved_multiple,Matano_etal_1985_a_Table1,Matano et al. 1985 (Folia Primatol 44:182-203),Matano__1986_TableI; Matano_etal_1985_a_Table1; Matano_etal_1985_b_Table1; Stephan_etal_1981_TableIII; Stephan_etal_1988_TABLE1,5,NA,,,NA,direct_same_structure_multiple,,,220,2019
Erythrocebus_patas,Erythrocebus patas,Brain_weight,Brain_Mass.mg,crosswalk_exact,108000,resolved_multiple,Stephan_etal_1981_TableIII,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableIII; Stephan_etal_1988_TABLE1,3,Stephan et al 1981; Zilles and Rehkamper 1988; Bauernfeind et al 2013,,,NA,direct_same_structure_multiple,,,243,2019
Erythrocebus_patas,Erythrocebus patas,Bulbus_olfactorius,Bulbus_olfactorius_Vol.mm3,crosswalk_exact,51.8,resolved_unique,Stephan_etal_1981_TableVI,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableVI,1,Stephan et al 1981,,,NA,direct_same_structure_unique,,,215,2019
Erythrocebus_patas,Erythrocebus patas,Bulbus_olfactorius_accessorius,Bulbus_olfactorius_accessorius_Vol.mm3,crosswalk_exact,0,resolved_unique,Stephan_etal_1981_TableVI,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableVI,1,Stephan et al 1981,,,NA,direct_same_structure_unique,,,215,2019
Erythrocebus_patas,Erythrocebus patas,Cerebellar_nuclei_total,Cerebellar_nuclei_total_Vol.mm3,crosswalk_exact,295.09,resolved_unique,Matano_etal_1985_a_Table1,Matano et al. 1985 (Folia Primatol 44:182-203),Matano_etal_1985_a_Table1,1,NA,,,NA,direct_same_structure_unique,,,220,2019
Erythrocebus_patas,Erythrocebus patas,Cerebellum,Cerebellum_Vol.mm3,crosswalk_exact,8738,resolved_unique,Stephan_etal_1981_TableIII,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableIII,1,Stephan et al 1981; Zilles and Rehkamper 1988,,,NA,direct_same_structure_unique,,,243,2019
Erythrocebus_patas,Erythrocebus patas,Diencephalon,Diencephalon_Vol.mm3,crosswalk_exact,5423,resolved_unique,Stephan_etal_1981_TableIII,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableIII,1,Stephan et al 1981; Zilles and Rehkamper 1988,,,NA,direct_same_structure_unique,,,243,2019
Erythrocebus_patas,Erythrocebus patas,Frontal.motor,FrontalMotor_white_matter_Vol.mm3,crosswalk_exact,1.85,resolved_fallback_metadata,Smaers_etal_2017_TableS1part1,"Smaers et al. 2017 (Curr Biol 27:714-720, Table S1)",Smaers_etal_2017_TableS1part1,0,Smaers et al 2017,,,NA,metadata_tables_near_perfect,Smaers_etal_2017_TableS1part1,Smaers_etal_2017_TableS1part1 = 1848 (FrontalMotor_white_matter_Vol.mm3; 0.11%; scale 0.001; 0 prior contributions),0,2019
Erythrocebus_patas,Erythrocebus patas,Frontal.motor.Gray,FrontalMotor_grey_matter_Vol.mm3,crosswalk_exact,2.55,resolved_fallback_metadata,Smaers_etal_2017_TableS1part1,"Smaers et al. 2017 (Curr Biol 27:714-720, Table S1)",Smaers_etal_2017_TableS1part1,0,Smaers et al 2017,,,NA,metadata_tables_near_perfect,Smaers_etal_2017_TableS1part1; Smaers_etal_2017 [restricted: Smaers.csv],Smaers_etal_2017_TableS1part1 = 2552 (FrontalMotor_grey_matter_Vol.mm3; 0.08%; scale 0.001; 0 prior contributions),0,2019
Erythrocebus_patas,Erythrocebus patas,Hippocampus,Hippocampus_Vol.mm3,crosswalk_exact,1591,resolved_unique,Stephan_etal_1981_TableVI,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableVI,1,Stephan et al 1981; Zilles and Rehkamper 1988,,,NA,direct_same_structure_unique,,,215,2019
Erythrocebus_patas,Erythrocebus patas,Interpositus_cerebellar_nuclei,Interpositus_cerebellar_nuclei_Vol.mm3,crosswalk_exact,95.07,resolved_unique,Matano_etal_1985_a_Table1,Matano et al. 1985 (Folia Primatol 44:182-203),Matano_etal_1985_a_Table1,1,NA,,,NA,direct_same_structure_unique,,,220,2019
Erythrocebus_patas,Erythrocebus patas,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,crosswalk_exact,267,resolved_unique,deSousa_etal_2013_Table1,de Sousa et al. 2013 (Brain Behav Evol 81:93-108),deSousa_etal_2013_Table1,1,de Sousa et al 2010; de Sousa et al 2013,,,NA,direct_same_structure_unique,,,15,2019
Erythrocebus_patas,Erythrocebus patas,Lateral_cerebellar_nuclei,Lateral_cerebellar_nuclei_Vol.mm3,crosswalk_exact,126.31,resolved_unique,Matano_etal_1985_a_Table1,Matano et al. 1985 (Folia Primatol 44:182-203),Matano_etal_1985_a_Table1,1,NA,,,NA,direct_same_structure_unique,,,220,2019
Erythrocebus_patas,Erythrocebus patas,Lobus_piriformis,Lobus_piriformis_Vol.mm3,crosswalk_exact,1339,resolved_unique,Stephan_etal_1981_TableVI,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableVI,1,Stephan et al 1981; Zilles and Rehkamper 1988,,,NA,direct_same_structure_unique,,,215,2019
Erythrocebus_patas,Erythrocebus patas,Medial_cerebellar_nuclei,Medial_cerebellar_nuclei_Vol.mm3,crosswalk_exact,73.71,resolved_unique,Matano_etal_1985_a_Table1,Matano et al. 1985 (Folia Primatol 44:182-203),Matano_etal_1985_a_Table1,1,NA,,,NA,direct_same_structure_unique,,,220,2019
Erythrocebus_patas,Erythrocebus patas,Medulla_oblongata,Medulla_oblongata_Vol.mm3,crosswalk_exact,2616,resolved_unique,Stephan_etal_1981_TableIII,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableIII,1,Stephan et al 1981; Zilles and Rehkamper 1988,,,NA,direct_same_structure_unique,,,243,2019
Erythrocebus_patas,Erythrocebus patas,Meninges_hypophysis_nerves_etc,NA,no_defensible_volume_key,519,metadata_only,NA,NA,,0,Stephan et al 1981,,,NA,metadata_only_no_volume_crosswalk,,,0,2019
Erythrocebus_patas,Erythrocebus patas,Mesencephalon,Mesencephalon_Vol.mm3,crosswalk_exact,1621,resolved_unique,Stephan_etal_1981_TableIII,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableIII,1,Stephan et al 1981; Zilles and Rehkamper 1988,,,NA,direct_same_structure_unique,,,243,2019
Erythrocebus_patas,Erythrocebus patas,NeoWG,Neocortex_Vol.mm3,crosswalk_exact,77141,resolved_unique,Stephan_etal_1981_TableVI,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableVI,1,Stephan et al 1981; Zilles and Rehkamper 1988,,,NA,direct_same_structure_unique,,,215,2019
Erythrocebus_patas,Erythrocebus patas,Pons,Ventral_pons_Vol.mm3,Matano ventral pons,814.5,resolved_unique,Matano_etal_1985_b_Table1,Matano et al. 1985 (Folia Primatol 44:182-203),Matano_etal_1985_b_Table1,1,Matano et al 1985; Zilles and Rehkamper 1988,,,NA,direct_same_structure_unique,,,40,2019
Erythrocebus_patas,Erythrocebus patas,Prefrontal.Gray,PrefrontalCortex_grey_matter_Vol.mm3,crosswalk_exact,1.56,resolved_fallback_metadata,Smaers_etal_2017_TableS1part1,"Smaers et al. 2017 (Curr Biol 27:714-720, Table S1)",Smaers_etal_2017_TableS1part1; Smaers_etal_2011_SupplementaryTable2,0,Smaers et al 2017,,,NA,metadata_tables_near_perfect,Smaers_etal_2017_TableS1part1; Smaers_etal_2011_SupplementaryTable2; Smaers_etal_2017 [restricted: Smaers.csv],Smaers_etal_2017_TableS1part1 = 1560 (PrefrontalCortex_grey_matter_Vol.mm3; 0.00%; scale 0.001; 0 prior contributions),0,2019
Erythrocebus_patas,Erythrocebus patas,Prefrontal.White,PrefrontalCortex_white_matter_Vol.mm3,crosswalk_exact,0.27,resolved_fallback_metadata,Smaers_etal_2017_TableS1part1,"Smaers et al. 2017 (Curr Biol 27:714-720, Table S1)",Smaers_etal_2017_TableS1part1; Smaers_etal_2011_SupplementaryTable2,0,Smaers et al 2017,,,NA,metadata_tables_near_perfect,Smaers_etal_2017_TableS1part1; Smaers_etal_2011_SupplementaryTable2; Smaers_etal_2017 [restricted: Smaers.csv],Smaers_etal_2017_TableS1part1 = 272 (PrefrontalCortex_white_matter_Vol.mm3; 0.74%; scale 0.001; 0 prior contributions),0,2019
Erythrocebus_patas,Erythrocebus patas,Schizocortex,Schizo_cortex_Vol.mm3,crosswalk_exact,693,resolved_unique,Stephan_etal_1981_TableVI,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableVI,1,Stephan et al 1981,,,NA,direct_same_structure_unique,,,215,2019
Erythrocebus_patas,Erythrocebus patas,Septum,Septum_Vol.mm3,crosswalk_exact,330,resolved_unique,Stephan_etal_1981_TableVI,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableVI,1,Stephan et al 1981; Zilles and Rehkamper 1988,,,NA,direct_same_structure_unique,,,215,2019
Erythrocebus_patas,Erythrocebus patas,Striatum,Striatum_Vol.mm3,crosswalk_exact,3624,resolved_unique,Stephan_etal_1981_TableVI,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableVI,1,Stephan et al 1981; Zilles and Rehkamper 1988,,,NA,direct_same_structure_unique,,,215,2019
Erythrocebus_patas,Erythrocebus patas,Telencephalon,Telencephalon_Vol.mm3,crosswalk_exact,84770,resolved_unique,Stephan_etal_1981_TableIII,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableIII,1,Stephan et al 1981; Zilles and Rehkamper 1988,,,NA,direct_same_structure_unique,,,243,2019
Erythrocebus_patas,Erythrocebus patas,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,crosswalk_exact,103167,resolved_unique,Stephan_etal_1981_TableIII,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableIII,1,Stephan et al 1981,,,NA,direct_same_structure_unique,,,243,2019
Erythrocebus_patas,Erythrocebus patas,Ventricles,Ventricles_Vol.mm3,crosswalk_exact,561,resolved_unique,Stephan_etal_1981_TableIII,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableIII,1,Stephan et al 1981,,,NA,direct_same_structure_unique,,,243,2019
Eulemur_fulvus,Eulemur fulvus,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,crosswalk_exact,1253,resolved_fallback_restricted,deSousa_etal_2010 [restricted: Visual_volumes.xlsx],de Sousa et al. 2010 (J Hum Evol 58:281-292),Frahm_etal_1984_Table1; deSousa_etal_2010_SupTable2; deSousa_etal_2010 [restricted: Visual_volumes.xlsx],1,de Sousa et al 2010,1000,,Evo-M1 value matches Frahm_etal_1984_Table1 (not the metadata source); attributed to metadata source; see source_hunt,restricted_documents_near_perfect,deSousa_etal_2010_SupTable2; Frahm_etal_1984_Table1; deSousa_etal_2010 [restricted: Visual_volumes.xlsx]; deSousa_etal_2010 [restricted: deSousa_2010.csv]; Stephan_etal_1981 [restricted: Stephan_1981.csv],deSousa_etal_2010 [restricted: Visual_volumes.xlsx] = 1.253 (0.00%; scale 1000; restricted_checks/deSousa_etal_2010/comparison/Visual_volumes.xlsx R34C5; 0 prior contributions),0,2019
Eulemur_fulvus,Eulemur fulvus,Amygdala,Amygdala_Vol.mm3,crosswalk_exact,251,resolved_unique,Stephan_etal_1981_TableXI,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableXI,1,Stephan et al 1981; Zilles and Rehkamper 1988,,,NA,direct_same_structure_unique,,,100,2019
Eulemur_fulvus,Eulemur fulvus,Body_weight,Body_Mass.g,crosswalk_exact,1400,resolved_multiple,Stephan_etal_1981_TableII,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Matano__1986_TableI; Matano_etal_1985_a_Table1; Matano_etal_1985_b_Table1; Stephan_etal_1981_TableII; Stephan_etal_1988_TABLE1,5,Stephan et al 1981; Zilles and Rehkamper 1988; Bauernfeind et al 2013,,,NA,direct_same_structure_multiple,,,162,2019
Eulemur_fulvus,Eulemur fulvus,Body_weight_1985a,Body_Mass.g,crosswalk_exact,1400,resolved_multiple,Matano_etal_1985_a_Table1,Matano et al. 1985 (Folia Primatol 44:182-203),Matano__1986_TableI; Matano_etal_1985_a_Table1; Matano_etal_1985_b_Table1; Stephan_etal_1981_TableII; Stephan_etal_1988_TABLE1,5,NA,,,NA,direct_same_structure_multiple,,,220,2019
Eulemur_fulvus,Eulemur fulvus,Brain_weight,Brain_Mass.mg,crosswalk_exact,23300,resolved_multiple,Stephan_etal_1981_TableII,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableII; Stephan_etal_1988_TABLE1,2,Stephan et al 1981; Zilles and Rehkamper 1988; Bauernfeind et al 2013,,,NA,direct_same_structure_multiple,,,162,2019
Eulemur_fulvus,Eulemur fulvus,Brainvol,NA,no_defensible_volume_key,22490.35,metadata_only,NA,NA,,0,de Sousa et al 2010; Stephan et al 1981,,,NA,metadata_only_no_volume_crosswalk,,,0,2019
