"Species","variable","col_Stephan","col_wide","Stephan","volumes_wide","pct_diff","status","on_tree"
"Hemicentetes_semispinosus","Neocortex white","NeoW_Frahm","Neocortex_white_matter_Vol.mm3",,5.865,,"volumes_wide_only","PRUNED"
"Hemiechinus_auritus","Neocortex white","NeoW_Frahm","Neocortex_white_matter_Vol.mm3",,30.8,,"volumes_wide_only","PRUNED"
"Lagothrix_lagothricha","Neocortex white","NeoW_Frahm","Neocortex_white_matter_Vol.mm3",,16727,,"volumes_wide_only","PRUNED"
"Neomys_fodiens","Neocortex white","NeoW_Frahm","Neocortex_white_matter_Vol.mm3",,6.371,,"volumes_wide_only","PRUNED"
"Pongo_sp.","Neocortex white","NeoW_Frahm","Neocortex_white_matter_Vol.mm3",,81500,,"volumes_wide_only","PRUNED"
"Setifer_setosus","Neocortex white","NeoW_Frahm","Neocortex_white_matter_Vol.mm3",,17.4,,"volumes_wide_only","PRUNED"
"Sorex_araneus","Neocortex white","NeoW_Frahm","Neocortex_white_matter_Vol.mm3",,1.536,,"volumes_wide_only","PRUNED"
"Sorex_minutus","Neocortex white","NeoW_Frahm","Neocortex_white_matter_Vol.mm3",,0.844,,"volumes_wide_only","PRUNED"
"Suncus_murinus","Neocortex white","NeoW_Frahm","Neocortex_white_matter_Vol.mm3",,3.54,,"volumes_wide_only","PRUNED"
"Tarsius_sp.","Neocortex white","NeoW_Frahm","Neocortex_white_matter_Vol.mm3",,137,,"volumes_wide_only","PRUNED"
"Tenrec_ecaudatus","Neocortex white","NeoW_Frahm","Neocortex_white_matter_Vol.mm3",,35.51,,"volumes_wide_only","PRUNED"
"Tupaia_glis","Neocortex white","NeoW_Frahm","Neocortex_white_matter_Vol.mm3",,94.83,,"volumes_wide_only","PRUNED"
"Urogale_everetti","Neocortex white","NeoW_Frahm","Neocortex_white_matter_Vol.mm3",,199.2,,"volumes_wide_only","PRUNED"
"Cebuella_pygmaea","Insular cortex (grey)","Total_insula_volume_L","Insula_left_Vol.mm3",,11,,"volumes_wide_only","PRUNED"
"Gorilla_sp.","Insular cortex (grey)","Total_insula_volume_L","Insula_left_Vol.mm3",,2145.5,,"volumes_wide_only","PRUNED"
"Pongo_sp.","Insular cortex (grey)","Total_insula_volume_L","Insula_left_Vol.mm3",,1331.5,,"volumes_wide_only","PRUNED"
"Crocidura_flavescens","Nucleus subthalamicus Luysi","Nucleus_subthalamicus","Nucleus_subthalamicus_Vol.mm3",,0.142,,"volumes_wide_only","PRUNED"
"Crocidura_russula","Nucleus subthalamicus Luysi","Nucleus_subthalamicus","Nucleus_subthalamicus_Vol.mm3",,0.0889,,"volumes_wide_only","PRUNED"
"Echinops_telfairi","Nucleus subthalamicus Luysi","Nucleus_subthalamicus","Nucleus_subthalamicus_Vol.mm3",,0.242,,"volumes_wide_only","PRUNED"
"Erinaceus_europaeus","Nucleus subthalamicus Luysi","Nucleus_subthalamicus","Nucleus_subthalamicus_Vol.mm3",,0.903,,"volumes_wide_only","PRUNED"
"Gorilla_sp.","Nucleus subthalamicus Luysi","Nucleus_subthalamicus","Nucleus_subthalamicus_Vol.mm3",,178,,"volumes_wide_only","PRUNED"
"Hemicentetes_semispinosus","Nucleus subthalamicus Luysi","Nucleus_subthalamicus","Nucleus_subthalamicus_Vol.mm3",,0.188,,"volumes_wide_only","PRUNED"
"Lagothrix_lagothricha","Nucleus subthalamicus Luysi","Nucleus_subthalamicus","Nucleus_subthalamicus_Vol.mm3",,63.8,,"volumes_wide_only","PRUNED"
"Setifer_setosus","Nucleus subthalamicus Luysi","Nucleus_subthalamicus","Nucleus_subthalamicus_Vol.mm3",,0.316,,"volumes_wide_only","PRUNED"
"Sorex_araneus","Nucleus subthalamicus Luysi","Nucleus_subthalamicus","Nucleus_subthalamicus_Vol.mm3",,0.105,,"volumes_wide_only","PRUNED"
"Sorex_minutus","Nucleus subthalamicus Luysi","Nucleus_subthalamicus","Nucleus_subthalamicus_Vol.mm3",,0.0569,,"volumes_wide_only","PRUNED"
"Suncus_murinus","Nucleus subthalamicus Luysi","Nucleus_subthalamicus","Nucleus_subthalamicus_Vol.mm3",,0.116,,"volumes_wide_only","PRUNED"
"Tarsius_sp.","Nucleus subthalamicus Luysi","Nucleus_subthalamicus","Nucleus_subthalamicus_Vol.mm3",,1.09,,"volumes_wide_only","PRUNED"
"Tenrec_ecaudatus","Nucleus subthalamicus Luysi","Nucleus_subthalamicus","Nucleus_subthalamicus_Vol.mm3",,0.481,,"volumes_wide_only","PRUNED"
"Tupaia_glis","Nucleus subthalamicus Luysi","Nucleus_subthalamicus","Nucleus_subthalamicus_Vol.mm3",,1.39,,"volumes_wide_only","PRUNED"
"Crocidura_flavescens","Capsula interna","Capsula_interna","Capsula_interna_Vol.mm3",,2.19,,"volumes_wide_only","PRUNED"
"Crocidura_russula","Capsula interna","Capsula_interna","Capsula_interna_Vol.mm3",,0.727,,"volumes_wide_only","PRUNED"
"Echinops_telfairi","Capsula interna","Capsula_interna","Capsula_interna_Vol.mm3",,2.23,,"volumes_wide_only","PRUNED"
"Erinaceus_europaeus","Capsula interna","Capsula_interna","Capsula_interna_Vol.mm3",,18.8,,"volumes_wide_only","PRUNED"
"Gorilla_sp.","Capsula interna","Capsula_interna","Capsula_interna_Vol.mm3",,2471,,"volumes_wide_only","PRUNED"
"Hemicentetes_semispinosus","Capsula interna","Capsula_interna","Capsula_interna_Vol.mm3",,2.81,,"volumes_wide_only","PRUNED"
"Lagothrix_lagothricha","Capsula interna","Capsula_interna","Capsula_interna_Vol.mm3",,612,,"volumes_wide_only","PRUNED"
"Setifer_setosus","Capsula interna","Capsula_interna","Capsula_interna_Vol.mm3",,8.57,,"volumes_wide_only","PRUNED"
"Sorex_araneus","Capsula interna","Capsula_interna","Capsula_interna_Vol.mm3",,0.61,,"volumes_wide_only","PRUNED"
"Sorex_minutus","Capsula interna","Capsula_interna","Capsula_interna_Vol.mm3",,0.288,,"volumes_wide_only","PRUNED"
"Suncus_murinus","Capsula interna","Capsula_interna","Capsula_interna_Vol.mm3",,1.18,,"volumes_wide_only","PRUNED"
"Tarsius_sp.","Capsula interna","Capsula_interna","Capsula_interna_Vol.mm3",,16.7,,"volumes_wide_only","PRUNED"
"Tenrec_ecaudatus","Capsula interna","Capsula_interna","Capsula_interna_Vol.mm3",,13.2,,"volumes_wide_only","PRUNED"
"Tupaia_glis","Capsula interna","Capsula_interna","Capsula_interna_Vol.mm3",,24.6,,"volumes_wide_only","PRUNED"
"Atelerix_algirus","Striatum","Striatum","Striatum_Vol.mm3",,140,,"volumes_wide_only","PRUNED"
"Callicebus_moloch","Striatum","Striatum","Striatum_Vol.mm3",,920,,"volumes_wide_only","PRUNED"
"Chrysochloris_asiatica","Striatum","Striatum","Striatum_Vol.mm3",,44.3,,"volumes_wide_only","PRUNED"
"Chrysochloris_stuhlmanni","Striatum","Striatum","Striatum_Vol.mm3",,43.5,,"volumes_wide_only","PRUNED"
"Crocidura_flavescens","Striatum","Striatum","Striatum_Vol.mm3",,16.8,,"volumes_wide_only","PRUNED"
"Crocidura_russula","Striatum","Striatum","Striatum_Vol.mm3",,8.17,,"volumes_wide_only","PRUNED"
"Desmana_moschata","Striatum","Striatum","Striatum_Vol.mm3",,222,,"volumes_wide_only","PRUNED"
"Echinops_telfairi","Striatum","Striatum","Striatum_Vol.mm3",,24.1,,"volumes_wide_only","PRUNED"
"Elephantulus_fuscipes","Striatum","Striatum","Striatum_Vol.mm3",,44.5,,"volumes_wide_only","PRUNED"
"Erinaceus_europaeus","Striatum","Striatum","Striatum_Vol.mm3",,147,,"volumes_wide_only","PRUNED"
"Galemys_pyrenaicus","Striatum","Striatum","Striatum_Vol.mm3",,74.4,,"volumes_wide_only","PRUNED"
"Gorilla_sp.","Striatum","Striatum","Striatum_Vol.mm3",,14567,,"volumes_wide_only","PRUNED"
"Hemicentetes_semispinosus","Striatum","Striatum","Striatum_Vol.mm3",,29.8,,"volumes_wide_only","PRUNED"
"Hemiechinus_auritus","Striatum","Striatum","Striatum_Vol.mm3",,81.1,,"volumes_wide_only","PRUNED"
"Lagothrix_lagothricha","Striatum","Striatum","Striatum_Vol.mm3",,4947,,"volumes_wide_only","PRUNED"
"Microgale_cowani","Striatum","Striatum","Striatum_Vol.mm3",,19.4,,"volumes_wide_only","PRUNED"
"Microgale_mergulus","Striatum","Striatum","Striatum_Vol.mm3",,57.9,,"volumes_wide_only","PRUNED"
"Micropotamogale_lamottei","Striatum","Striatum","Striatum_Vol.mm3",,32.6,,"volumes_wide_only","PRUNED"
"Neomys_fodiens","Striatum","Striatum","Striatum_Vol.mm3",,18.7,,"volumes_wide_only","PRUNED"
"Nesogale_dobsoni","Striatum","Striatum","Striatum_Vol.mm3",,23.1,,"volumes_wide_only","PRUNED"
"Nesogale_talazaci","Striatum","Striatum","Striatum_Vol.mm3",,31.2,,"volumes_wide_only","PRUNED"
"Oryzorictes_hova","Striatum","Striatum","Striatum_Vol.mm3",,32.5,,"volumes_wide_only","PRUNED"
"Pongo_sp.","Striatum","Striatum","Striatum_Vol.mm3",,11500,,"volumes_wide_only","PRUNED"
"Potamogale_velox","Striatum","Striatum","Striatum_Vol.mm3",,134,,"volumes_wide_only","PRUNED"
"Rhynchocyon_cirnei","Striatum","Striatum","Striatum_Vol.mm3",,222,,"volumes_wide_only","PRUNED"
"Setifer_setosus","Striatum","Striatum","Striatum_Vol.mm3",,56.6,,"volumes_wide_only","PRUNED"
"Solenodon_paradoxus","Striatum","Striatum","Striatum_Vol.mm3",,255,,"volumes_wide_only","PRUNED"
"Sorex_araneus","Striatum","Striatum","Striatum_Vol.mm3",,10.5,,"volumes_wide_only","PRUNED"
"Sorex_minutus","Striatum","Striatum","Striatum_Vol.mm3",,6.02,,"volumes_wide_only","PRUNED"
"Suncus_murinus","Striatum","Striatum","Striatum_Vol.mm3",,14.8,,"volumes_wide_only","PRUNED"
"Talpa_europaea","Striatum","Striatum","Striatum_Vol.mm3",,60.2,,"volumes_wide_only","PRUNED"
"Tarsius_sp.","Striatum","Striatum","Striatum_Vol.mm3",,133,,"volumes_wide_only","PRUNED"
"Tenrec_ecaudatus","Striatum","Striatum","Striatum_Vol.mm3",,98.1,,"volumes_wide_only","PRUNED"
"Tupaia_glis","Striatum","Striatum","Striatum_Vol.mm3",,140,,"volumes_wide_only","PRUNED"
"Tupaia_minor","Striatum","Striatum","Striatum_Vol.mm3",,124,,"volumes_wide_only","PRUNED"
"Urogale_everetti","Striatum","Striatum","Striatum_Vol.mm3",,199,,"volumes_wide_only","PRUNED"
"Callicebus_moloch","Area striata grey","ASG_Sousa","Area_striata_grey_matter_Vol.mm3",,1201,,"volumes_wide_only","PRUNED"
"Gorilla_sp.","Area striata grey","ASG_Sousa","Area_striata_grey_matter_Vol.mm3",,12062,,"volumes_wide_only","PRUNED"
"Lagothrix_lagothricha","Area striata grey","ASG_Sousa","Area_striata_grey_matter_Vol.mm3",,4856,,"volumes_wide_only","PRUNED"
"Pongo_sp.","Area striata grey","ASG_Sousa","Area_striata_grey_matter_Vol.mm3",,8400,,"volumes_wide_only","PRUNED"
"Tarsius_sp.","Area striata grey","ASG_Sousa","Area_striata_grey_matter_Vol.mm3",,349,,"volumes_wide_only","PRUNED"
"Tupaia_glis","Area striata grey","ASG_Sousa","Area_striata_grey_matter_Vol.mm3",,169,,"volumes_wide_only","PRUNED"
"Tupaia_minor","Area striata grey","ASG_Sousa","Area_striata_grey_matter_Vol.mm3",,152,,"volumes_wide_only","PRUNED"
"Urogale_everetti","Area striata grey","ASG_Sousa","Area_striata_grey_matter_Vol.mm3",,123,,"volumes_wide_only","PRUNED"
"Atelerix_algirus","Neocortex grey","NeoG_Frahm","Neocortex_grey_matter_Vol.mm3",,436.7,,"volumes_wide_only","PRUNED"
"Crocidura_flavescens","Neocortex grey","NeoG_Frahm","Neocortex_grey_matter_Vol.mm3",,54.12,,"volumes_wide_only","PRUNED"
"Crocidura_russula","Neocortex grey","NeoG_Frahm","Neocortex_grey_matter_Vol.mm3",,23.98,,"volumes_wide_only","PRUNED"
"Echinops_telfairi","Neocortex grey","NeoG_Frahm","Neocortex_grey_matter_Vol.mm3",,46.23,,"volumes_wide_only","PRUNED"
"Erinaceus_europaeus","Neocortex grey","NeoG_Frahm","Neocortex_grey_matter_Vol.mm3",,454.1,,"volumes_wide_only","PRUNED"
"Hemicentetes_semispinosus","Neocortex grey","NeoG_Frahm","Neocortex_grey_matter_Vol.mm3",,67.57,,"volumes_wide_only","PRUNED"
"Hemiechinus_auritus","Neocortex grey","NeoG_Frahm","Neocortex_grey_matter_Vol.mm3",,278.7,,"volumes_wide_only","PRUNED"
"Lagothrix_lagothricha","Neocortex grey","NeoG_Frahm","Neocortex_grey_matter_Vol.mm3",,49147,,"volumes_wide_only","PRUNED"
"Neomys_fodiens","Neocortex grey","NeoG_Frahm","Neocortex_grey_matter_Vol.mm3",,50.19,,"volumes_wide_only","PRUNED"
"Pongo_sp.","Neocortex grey","NeoG_Frahm","Neocortex_grey_matter_Vol.mm3",,129900,,"volumes_wide_only","PRUNED"
"Setifer_setosus","Neocortex grey","NeoG_Frahm","Neocortex_grey_matter_Vol.mm3",,116.7,,"volumes_wide_only","PRUNED"
"Sorex_araneus","Neocortex grey","NeoG_Frahm","Neocortex_grey_matter_Vol.mm3",,24.82,,"volumes_wide_only","PRUNED"
"Sorex_minutus","Neocortex grey","NeoG_Frahm","Neocortex_grey_matter_Vol.mm3",,11.81,,"volumes_wide_only","PRUNED"
"Suncus_murinus","Neocortex grey","NeoG_Frahm","Neocortex_grey_matter_Vol.mm3",,50.59,,"volumes_wide_only","PRUNED"
"Tarsius_sp.","Neocortex grey","NeoG_Frahm","Neocortex_grey_matter_Vol.mm3",,1631,,"volumes_wide_only","PRUNED"
"Tenrec_ecaudatus","Neocortex grey","NeoG_Frahm","Neocortex_grey_matter_Vol.mm3",,235.4,,"volumes_wide_only","PRUNED"
"Tupaia_glis","Neocortex grey","NeoG_Frahm","Neocortex_grey_matter_Vol.mm3",,941.4,,"volumes_wide_only","PRUNED"
"Urogale_everetti","Neocortex grey","NeoG_Frahm","Neocortex_grey_matter_Vol.mm3",,1139,,"volumes_wide_only","PRUNED"
"Atelerix_algirus","Mesencephalon","Mesencephalon","Mesencephalon_Vol.mm3",,153,,"volumes_wide_only","PRUNED"
"Callicebus_moloch","Mesencephalon","Mesencephalon","Mesencephalon_Vol.mm3",,530,,"volumes_wide_only","PRUNED"
"Chrysochloris_asiatica","Mesencephalon","Mesencephalon","Mesencephalon_Vol.mm3",,43.2,,"volumes_wide_only","PRUNED"
"Chrysochloris_stuhlmanni","Mesencephalon","Mesencephalon","Mesencephalon_Vol.mm3",,42,,"volumes_wide_only","PRUNED"
"Crocidura_flavescens","Mesencephalon","Mesencephalon","Mesencephalon_Vol.mm3",,27.7,,"volumes_wide_only","PRUNED"
"Crocidura_russula","Mesencephalon","Mesencephalon","Mesencephalon_Vol.mm3",,11.7,,"volumes_wide_only","PRUNED"
"Desmana_moschata","Mesencephalon","Mesencephalon","Mesencephalon_Vol.mm3",,219,,"volumes_wide_only","PRUNED"
"Echinops_telfairi","Mesencephalon","Mesencephalon","Mesencephalon_Vol.mm3",,43.8,,"volumes_wide_only","PRUNED"
"Elephantulus_fuscipes","Mesencephalon","Mesencephalon","Mesencephalon_Vol.mm3",,117,,"volumes_wide_only","PRUNED"
"Erinaceus_europaeus","Mesencephalon","Mesencephalon","Mesencephalon_Vol.mm3",,151,,"volumes_wide_only","PRUNED"
"Galemys_pyrenaicus","Mesencephalon","Mesencephalon","Mesencephalon_Vol.mm3",,62.2,,"volumes_wide_only","PRUNED"
"Gorilla_sp.","Mesencephalon","Mesencephalon","Mesencephalon_Vol.mm3",,4352,,"volumes_wide_only","PRUNED"
"Hemicentetes_semispinosus","Mesencephalon","Mesencephalon","Mesencephalon_Vol.mm3",,44.8,,"volumes_wide_only","PRUNED"
"Hemiechinus_auritus","Mesencephalon","Mesencephalon","Mesencephalon_Vol.mm3",,110,,"volumes_wide_only","PRUNED"
"Lagothrix_lagothricha","Mesencephalon","Mesencephalon","Mesencephalon_Vol.mm3",,1582,,"volumes_wide_only","PRUNED"
"Microgale_cowani","Mesencephalon","Mesencephalon","Mesencephalon_Vol.mm3",,24,,"volumes_wide_only","PRUNED"
"Microgale_mergulus","Mesencephalon","Mesencephalon","Mesencephalon_Vol.mm3",,67.4,,"volumes_wide_only","PRUNED"
"Micropotamogale_lamottei","Mesencephalon","Mesencephalon","Mesencephalon_Vol.mm3",,58.6,,"volumes_wide_only","PRUNED"
"Neomys_fodiens","Mesencephalon","Mesencephalon","Mesencephalon_Vol.mm3",,17.3,,"volumes_wide_only","PRUNED"
"Nesogale_dobsoni","Mesencephalon","Mesencephalon","Mesencephalon_Vol.mm3",,37.9,,"volumes_wide_only","PRUNED"
"Nesogale_talazaci","Mesencephalon","Mesencephalon","Mesencephalon_Vol.mm3",,47.2,,"volumes_wide_only","PRUNED"
"Oryzorictes_hova","Mesencephalon","Mesencephalon","Mesencephalon_Vol.mm3",,26.6,,"volumes_wide_only","PRUNED"
"Pongo_sp.","Mesencephalon","Mesencephalon","Mesencephalon_Vol.mm3",,4000,,"volumes_wide_only","PRUNED"
"Potamogale_velox","Mesencephalon","Mesencephalon","Mesencephalon_Vol.mm3",,254,,"volumes_wide_only","PRUNED"
"Rhynchocyon_cirnei","Mesencephalon","Mesencephalon","Mesencephalon_Vol.mm3",,523,,"volumes_wide_only","PRUNED"
"Setifer_setosus","Mesencephalon","Mesencephalon","Mesencephalon_Vol.mm3",,75.7,,"volumes_wide_only","PRUNED"
"Solenodon_paradoxus","Mesencephalon","Mesencephalon","Mesencephalon_Vol.mm3",,206,,"volumes_wide_only","PRUNED"
"Sorex_araneus","Mesencephalon","Mesencephalon","Mesencephalon_Vol.mm3",,10.8,,"volumes_wide_only","PRUNED"
"Sorex_minutus","Mesencephalon","Mesencephalon","Mesencephalon_Vol.mm3",,5.91,,"volumes_wide_only","PRUNED"
"Suncus_murinus","Mesencephalon","Mesencephalon","Mesencephalon_Vol.mm3",,24.2,,"volumes_wide_only","PRUNED"
"Talpa_europaea","Mesencephalon","Mesencephalon","Mesencephalon_Vol.mm3",,49.8,,"volumes_wide_only","PRUNED"
"Tarsius_sp.","Mesencephalon","Mesencephalon","Mesencephalon_Vol.mm3",,197,,"volumes_wide_only","PRUNED"
"Tenrec_ecaudatus","Mesencephalon","Mesencephalon","Mesencephalon_Vol.mm3",,132,,"volumes_wide_only","PRUNED"
"Tupaia_glis","Mesencephalon","Mesencephalon","Mesencephalon_Vol.mm3",,256,,"volumes_wide_only","PRUNED"
"Tupaia_minor","Mesencephalon","Mesencephalon","Mesencephalon_Vol.mm3",,249,,"volumes_wide_only","PRUNED"
"Urogale_everetti","Mesencephalon","Mesencephalon","Mesencephalon_Vol.mm3",,307,,"volumes_wide_only","PRUNED"
"Atelerix_algirus","Cerebellum","Cerebellum","Cerebellum_Vol.mm3",,358,,"volumes_wide_only","PRUNED"
"Ateles_paniscus","Cerebellum","Cerebellum","Cerebellum_Vol.mm3",,10366.6666666667,,"volumes_wide_only","PRUNED"
"Callicebus_moloch","Cerebellum","Cerebellum","Cerebellum_Vol.mm3",,1622,,"volumes_wide_only","PRUNED"
"Cebus_sp.","Cerebellum","Cerebellum","Cerebellum_Vol.mm3",,7050,,"volumes_wide_only","PRUNED"
"Cercocebus_torquatus","Cerebellum","Cerebellum","Cerebellum_Vol.mm3",,8650,,"volumes_wide_only","PRUNED"
"Cercopithecus_sp.","Cerebellum","Cerebellum","Cerebellum_Vol.mm3",,6200,,"volumes_wide_only","PRUNED"
"Chrysochloris_asiatica","Cerebellum","Cerebellum","Cerebellum_Vol.mm3",,72.6,,"volumes_wide_only","PRUNED"
"Chrysochloris_stuhlmanni","Cerebellum","Cerebellum","Cerebellum_Vol.mm3",,74.7,,"volumes_wide_only","PRUNED"
"Crocidura_flavescens","Cerebellum","Cerebellum","Cerebellum_Vol.mm3",,51.3,,"volumes_wide_only","PRUNED"
"Crocidura_russula","Cerebellum","Cerebellum","Cerebellum_Vol.mm3",,21.8,,"volumes_wide_only","PRUNED"
"Desmana_moschata","Cerebellum","Cerebellum","Cerebellum_Vol.mm3",,514,,"volumes_wide_only","PRUNED"
"Echinops_telfairi","Cerebellum","Cerebellum","Cerebellum_Vol.mm3",,57.9,,"volumes_wide_only","PRUNED"
"Elephantulus_fuscipes","Cerebellum","Cerebellum","Cerebellum_Vol.mm3",,183,,"volumes_wide_only","PRUNED"
"Erinaceus_europaeus","Cerebellum","Cerebellum","Cerebellum_Vol.mm3",,394,,"volumes_wide_only","PRUNED"
"Galemys_pyrenaicus","Cerebellum","Cerebellum","Cerebellum_Vol.mm3",,184,,"volumes_wide_only","PRUNED"
"Gorilla_sp.","Cerebellum","Cerebellum","Cerebellum_Vol.mm3",,68650,,"volumes_wide_only","PRUNED"
"Hemicentetes_semispinosus","Cerebellum","Cerebellum","Cerebellum_Vol.mm3",,117,,"volumes_wide_only","PRUNED"
"Hemiechinus_auritus","Cerebellum","Cerebellum","Cerebellum_Vol.mm3",,198,,"volumes_wide_only","PRUNED"
"Lagothrix_lagothricha","Cerebellum","Cerebellum","Cerebellum_Vol.mm3",,11268,,"volumes_wide_only","PRUNED"
"Microgale_cowani","Cerebellum","Cerebellum","Cerebellum_Vol.mm3",,49.5,,"volumes_wide_only","PRUNED"
"Microgale_mergulus","Cerebellum","Cerebellum","Cerebellum_Vol.mm3",,176,,"volumes_wide_only","PRUNED"
"Micropotamogale_lamottei","Cerebellum","Cerebellum","Cerebellum_Vol.mm3",,82.7,,"volumes_wide_only","PRUNED"
"Neomys_fodiens","Cerebellum","Cerebellum","Cerebellum_Vol.mm3",,38.9,,"volumes_wide_only","PRUNED"
"Nesogale_dobsoni","Cerebellum","Cerebellum","Cerebellum_Vol.mm3",,57.3,,"volumes_wide_only","PRUNED"
"Nesogale_talazaci","Cerebellum","Cerebellum","Cerebellum_Vol.mm3",,92.3,,"volumes_wide_only","PRUNED"
"Oryzorictes_hova","Cerebellum","Cerebellum","Cerebellum_Vol.mm3",,81.3,,"volumes_wide_only","PRUNED"
"Papio_cynocephalus","Cerebellum","Cerebellum","Cerebellum_Vol.mm3",,13600,,"volumes_wide_only","PRUNED"
"Pongo_sp.","Cerebellum","Cerebellum","Cerebellum_Vol.mm3",,49800,,"volumes_wide_only","PRUNED"
"Potamogale_velox","Cerebellum","Cerebellum","Cerebellum_Vol.mm3",,605,,"volumes_wide_only","PRUNED"
"Rhynchocyon_cirnei","Cerebellum","Cerebellum","Cerebellum_Vol.mm3",,798,,"volumes_wide_only","PRUNED"
"Sapajus_apella","Cerebellum","Cerebellum","Cerebellum_Vol.mm3",,6450,,"volumes_wide_only","PRUNED"
"Setifer_setosus","Cerebellum","Cerebellum","Cerebellum_Vol.mm3",,142,,"volumes_wide_only","PRUNED"
"Solenodon_paradoxus","Cerebellum","Cerebellum","Cerebellum_Vol.mm3",,753,,"volumes_wide_only","PRUNED"
"Sorex_araneus","Cerebellum","Cerebellum","Cerebellum_Vol.mm3",,20.4,,"volumes_wide_only","PRUNED"
"Sorex_minutus","Cerebellum","Cerebellum","Cerebellum_Vol.mm3",,11,,"volumes_wide_only","PRUNED"
"Suncus_murinus","Cerebellum","Cerebellum","Cerebellum_Vol.mm3",,44.8,,"volumes_wide_only","PRUNED"
"Talpa_europaea","Cerebellum","Cerebellum","Cerebellum_Vol.mm3",,174,,"volumes_wide_only","PRUNED"
"Tarsius_sp.","Cerebellum","Cerebellum","Cerebellum_Vol.mm3",,428,,"volumes_wide_only","PRUNED"
"Tenrec_ecaudatus","Cerebellum","Cerebellum","Cerebellum_Vol.mm3",,309,,"volumes_wide_only","PRUNED"
"Tupaia_glis","Cerebellum","Cerebellum","Cerebellum_Vol.mm3",,376,,"volumes_wide_only","PRUNED"
"Tupaia_minor","Cerebellum","Cerebellum","Cerebellum_Vol.mm3",,308,,"volumes_wide_only","PRUNED"
"Urogale_everetti","Cerebellum","Cerebellum","Cerebellum_Vol.mm3",,513,,"volumes_wide_only","PRUNED"
"Atelerix_algirus","Hippocampus","Hippocampus","Hippocampus_Vol.mm3",,227,,"volumes_wide_only","PRUNED"
"Callicebus_moloch","Hippocampus","Hippocampus","Hippocampus_Vol.mm3",,588,,"volumes_wide_only","PRUNED"
"Chrysochloris_asiatica","Hippocampus","Hippocampus","Hippocampus_Vol.mm3",,66.3,,"volumes_wide_only","PRUNED"
"Chrysochloris_stuhlmanni","Hippocampus","Hippocampus","Hippocampus_Vol.mm3",,59.1,,"volumes_wide_only","PRUNED"
"Crocidura_flavescens","Hippocampus","Hippocampus","Hippocampus_Vol.mm3",,38.5,,"volumes_wide_only","PRUNED"
"Crocidura_russula","Hippocampus","Hippocampus","Hippocampus_Vol.mm3",,15.9,,"volumes_wide_only","PRUNED"
"Desmana_moschata","Hippocampus","Hippocampus","Hippocampus_Vol.mm3",,267,,"volumes_wide_only","PRUNED"
"Echinops_telfairi","Hippocampus","Hippocampus","Hippocampus_Vol.mm3",,46.4,,"volumes_wide_only","PRUNED"
"Elephantulus_fuscipes","Hippocampus","Hippocampus","Hippocampus_Vol.mm3",,173,,"volumes_wide_only","PRUNED"
"Erinaceus_europaeus","Hippocampus","Hippocampus","Hippocampus_Vol.mm3",,237,,"volumes_wide_only","PRUNED"
"Galemys_pyrenaicus","Hippocampus","Hippocampus","Hippocampus_Vol.mm3",,109,,"volumes_wide_only","PRUNED"
"Gorilla_sp.","Hippocampus","Hippocampus","Hippocampus_Vol.mm3",,4781,,"volumes_wide_only","PRUNED"
"Hemicentetes_semispinosus","Hippocampus","Hippocampus","Hippocampus_Vol.mm3",,63.7,,"volumes_wide_only","PRUNED"
"Hemiechinus_auritus","Hippocampus","Hippocampus","Hippocampus_Vol.mm3",,130,,"volumes_wide_only","PRUNED"
"Lagothrix_lagothricha","Hippocampus","Hippocampus","Hippocampus_Vol.mm3",,1586,,"volumes_wide_only","PRUNED"
"Microgale_cowani","Hippocampus","Hippocampus","Hippocampus_Vol.mm3",,36.4,,"volumes_wide_only","PRUNED"
"Microgale_mergulus","Hippocampus","Hippocampus","Hippocampus_Vol.mm3",,78.2,,"volumes_wide_only","PRUNED"
"Micropotamogale_lamottei","Hippocampus","Hippocampus","Hippocampus_Vol.mm3",,77.7,,"volumes_wide_only","PRUNED"
"Neomys_fodiens","Hippocampus","Hippocampus","Hippocampus_Vol.mm3",,32.9,,"volumes_wide_only","PRUNED"
"Nesogale_dobsoni","Hippocampus","Hippocampus","Hippocampus_Vol.mm3",,67,,"volumes_wide_only","PRUNED"
"Nesogale_talazaci","Hippocampus","Hippocampus","Hippocampus_Vol.mm3",,98.9,,"volumes_wide_only","PRUNED"
"Oryzorictes_hova","Hippocampus","Hippocampus","Hippocampus_Vol.mm3",,64.3,,"volumes_wide_only","PRUNED"
"Pongo_sp.","Hippocampus","Hippocampus","Hippocampus_Vol.mm3",,2700,,"volumes_wide_only","PRUNED"
"Potamogale_velox","Hippocampus","Hippocampus","Hippocampus_Vol.mm3",,298,,"volumes_wide_only","PRUNED"
"Rhynchocyon_cirnei","Hippocampus","Hippocampus","Hippocampus_Vol.mm3",,582,,"volumes_wide_only","PRUNED"
"Setifer_setosus","Hippocampus","Hippocampus","Hippocampus_Vol.mm3",,99.2,,"volumes_wide_only","PRUNED"
"Solenodon_paradoxus","Hippocampus","Hippocampus","Hippocampus_Vol.mm3",,296,,"volumes_wide_only","PRUNED"
"Sorex_araneus","Hippocampus","Hippocampus","Hippocampus_Vol.mm3",,20.6,,"volumes_wide_only","PRUNED"
